#2022-04-22
#17:01:08
#Balayage par: iq-qfl
#Description Keyword: 
#
#Instrument: Triax320@Triax320.lvclass; Function:Position (nm); Parameters: *BeforeWait(ms): 0;*AfterWait(ms): 0; ; Grating#: 3; Line Density(Grv/mm): 600; Blaze: 500nm; Input Slit(mm): 0.400; Output Slit(mm): 0.000;
#Instrument: Tools@Tools.lvclass; Function:Indice de Point (Points); Parameters: *BeforeWait(ms): 0;*AfterWait(ms): 0; 
#Instrument: SympCCD@SymphonyCCD.lvclass; Function:AcqImage (Counts); Parameters: *BeforeWait(ms): 0;*AfterWait(ms): 0;  Lambda Factor: 0.00000; Lambda Source: Lambda@Triax320; Lambda Offset: 0.00000;Multiplier Source: GrooveRatio@Triax320; Multiplier Value: 0.00000; Y Bins: 1; X Start: 1; X End: 1024; Y Start: 100; Y End: 160; Integration Time(ms): 30000; ADC1:  20 kHz Tab 1; Gain  2.0(x); Ccd Temp(degC): -125.139; Shutter Enable: True; Accumulation: 1; Noise Mode: One For Every Acq; Noise Window Enabled: False; Window Width(ds): 1.000; Window Avg Samples: 1;

#SympCCD.XPixels               	SympCCD.Wavelenght(nm)        	SympCCD.Y Pix Row 1(Cnt)      	SympCCD.Noise Y Pix Row 1(Cnt)	SympCCD.Corr Y Pix Row 1(Cnt) 
771E+0	641.749E+0	2.71E+3	1.279E+3	1.431E+3
772E+0	641.8722E+0	2.693E+3	1.27E+3	1.423E+3
773E+0	641.9954E+0	2.702E+3	1.275E+3	1.427E+3
774E+0	642.1185E+0	2.689E+3	1.268E+3	1.421E+3
775E+0	642.2417E+0	2.671E+3	1.277E+3	1.394E+3
776E+0	642.3649E+0	2.697E+3	1.275E+3	1.422E+3
777E+0	642.4881E+0	2.698E+3	1.273E+3	1.425E+3
778E+0	642.6112E+0	2.705E+3	1.275E+3	1.43E+3
779E+0	642.7344E+0	2.698E+3	1.27E+3	1.428E+3
780E+0	642.8576E+0	2.658E+3	1.272E+3	1.386E+3
781E+0	642.9807E+0	2.673E+3	1.271E+3	1.402E+3
782E+0	643.1039E+0	2.662E+3	1.269E+3	1.393E+3
783E+0	643.2271E+0	2.66E+3	1.275E+3	1.385E+3
784E+0	643.3502E+0	2.648E+3	1.274E+3	1.374E+3
785E+0	643.4734E+0	2.649E+3	1.27E+3	1.379E+3
786E+0	643.5966E+0	2.631E+3	1.269E+3	1.362E+3
787E+0	643.7198E+0	2.626E+3	1.27E+3	1.356E+3
788E+0	643.8429E+0	2.635E+3	1.276E+3	1.359E+3
789E+0	643.9661E+0	2.63E+3	1.276E+3	1.354E+3
790E+0	644.0893E+0	2.645E+3	1.277E+3	1.368E+3
791E+0	644.2124E+0	2.633E+3	1.273E+3	1.36E+3
792E+0	644.3356E+0	2.632E+3	1.275E+3	1.357E+3
793E+0	644.4588E+0	2.64E+3	1.263E+3	1.377E+3
794E+0	644.5819E+0	2.646E+3	1.27E+3	1.376E+3
795E+0	644.7051E+0	2.632E+3	1.266E+3	1.366E+3
796E+0	644.8283E+0	2.638E+3	1.274E+3	1.364E+3
797E+0	644.9514E+0	2.64E+3	1.27E+3	1.37E+3
798E+0	645.0746E+0	2.627E+3	1.275E+3	1.352E+3
799E+0	645.1978E+0	2.601E+3	1.276E+3	1.325E+3
800E+0	645.3209E+0	2.613E+3	1.271E+3	1.342E+3
801E+0	645.4441E+0	2.604E+3	1.275E+3	1.329E+3
802E+0	645.5673E+0	2.599E+3	1.276E+3	1.323E+3
803E+0	645.6904E+0	2.585E+3	1.27E+3	1.315E+3
804E+0	645.8136E+0	2.583E+3	1.272E+3	1.311E+3
805E+0	645.9368E+0	2.585E+3	1.261E+3	1.324E+3
806E+0	646.0599E+0	2.576E+3	1.27E+3	1.306E+3
807E+0	646.1831E+0	2.55E+3	1.278E+3	1.272E+3
808E+0	646.3063E+0	2.549E+3	1.27E+3	1.279E+3
809E+0	646.4294E+0	2.561E+3	1.274E+3	1.287E+3
810E+0	646.5526E+0	2.551E+3	1.269E+3	1.282E+3
811E+0	646.6757E+0	2.553E+3	1.267E+3	1.286E+3
812E+0	646.7989E+0	2.553E+3	1.266E+3	1.287E+3
813E+0	646.9221E+0	2.592E+3	1.269E+3	1.323E+3
814E+0	647.0452E+0	2.56E+3	1.263E+3	1.297E+3
815E+0	647.1684E+0	2.572E+3	1.272E+3	1.3E+3
816E+0	647.2916E+0	2.565E+3	1.271E+3	1.294E+3
817E+0	647.4147E+0	2.552E+3	1.273E+3	1.279E+3
818E+0	647.5379E+0	2.552E+3	1.266E+3	1.286E+3
819E+0	647.661E+0	2.56E+3	1.266E+3	1.294E+3
820E+0	647.7842E+0	2.571E+3	1.266E+3	1.305E+3
821E+0	647.9074E+0	2.558E+3	1.262E+3	1.296E+3
822E+0	648.0305E+0	2.548E+3	1.269E+3	1.279E+3
823E+0	648.1537E+0	2.52E+3	1.268E+3	1.252E+3
824E+0	648.2768E+0	2.514E+3	1.259E+3	1.255E+3
825E+0	648.4E+0	2.516E+3	1.268E+3	1.248E+3
826E+0	648.5232E+0	2.479E+3	1.266E+3	1.213E+3
827E+0	648.6463E+0	2.502E+3	1.264E+3	1.238E+3
828E+0	648.7695E+0	2.478E+3	1.27E+3	1.208E+3
829E+0	648.8926E+0	2.477E+3	1.268E+3	1.209E+3
830E+0	649.0158E+0	2.479E+3	1.265E+3	1.214E+3
831E+0	649.139E+0	2.485E+3	1.265E+3	1.22E+3
832E+0	649.2621E+0	2.514E+3	1.273E+3	1.241E+3
833E+0	649.3853E+0	2.502E+3	1.264E+3	1.238E+3
834E+0	649.5084E+0	2.516E+3	1.266E+3	1.25E+3
835E+0	649.6316E+0	2.509E+3	1.266E+3	1.243E+3
836E+0	649.7547E+0	2.489E+3	1.263E+3	1.226E+3
837E+0	649.8779E+0	2.504E+3	1.272E+3	1.232E+3
838E+0	650.0011E+0	2.502E+3	1.268E+3	1.234E+3
839E+0	650.1242E+0	2.482E+3	1.265E+3	1.217E+3
840E+0	650.2474E+0	2.501E+3	1.267E+3	1.234E+3
841E+0	650.3705E+0	2.476E+3	1.264E+3	1.212E+3
842E+0	650.4937E+0	2.476E+3	1.263E+3	1.213E+3
843E+0	650.6168E+0	2.473E+3	1.266E+3	1.207E+3
844E+0	650.74E+0	2.471E+3	1.271E+3	1.2E+3
845E+0	650.8631E+0	2.487E+3	1.267E+3	1.22E+3
846E+0	650.9863E+0	2.48E+3	1.274E+3	1.206E+3
847E+0	651.1094E+0	2.488E+3	1.26E+3	1.228E+3
848E+0	651.2326E+0	2.47E+3	1.263E+3	1.207E+3
849E+0	651.3558E+0	2.468E+3	1.269E+3	1.199E+3
850E+0	651.4789E+0	2.471E+3	1.264E+3	1.207E+3
851E+0	651.6021E+0	2.452E+3	1.266E+3	1.186E+3
852E+0	651.7252E+0	2.455E+3	1.26E+3	1.195E+3
853E+0	651.8484E+0	2.445E+3	1.261E+3	1.184E+3
854E+0	651.9715E+0	2.461E+3	1.261E+3	1.2E+3
855E+0	652.0947E+0	2.449E+3	1.269E+3	1.18E+3
856E+0	652.2178E+0	2.471E+3	1.264E+3	1.207E+3
857E+0	652.341E+0	2.455E+3	1.259E+3	1.196E+3
858E+0	652.4641E+0	2.454E+3	1.27E+3	1.184E+3
859E+0	652.5873E+0	2.459E+3	1.27E+3	1.189E+3
860E+0	652.7104E+0	2.458E+3	1.26E+3	1.198E+3
861E+0	652.8336E+0	2.461E+3	1.265E+3	1.196E+3
862E+0	652.9567E+0	2.437E+3	1.261E+3	1.176E+3
863E+0	653.0799E+0	2.438E+3	1.265E+3	1.173E+3
864E+0	653.203E+0	2.416E+3	1.26E+3	1.156E+3
865E+0	653.3261E+0	2.455E+3	1.258E+3	1.197E+3
866E+0	653.4493E+0	2.428E+3	1.261E+3	1.167E+3
867E+0	653.5724E+0	2.451E+3	1.262E+3	1.189E+3
868E+0	653.6956E+0	2.456E+3	1.259E+3	1.197E+3
869E+0	653.8187E+0	2.427E+3	1.267E+3	1.16E+3
870E+0	653.9419E+0	2.434E+3	1.261E+3	1.173E+3
871E+0	654.065E+0	2.419E+3	1.258E+3	1.161E+3
872E+0	654.1882E+0	2.444E+3	1.262E+3	1.182E+3
873E+0	654.3113E+0	2.436E+3	1.262E+3	1.174E+3
874E+0	654.4344E+0	2.45E+3	1.255E+3	1.195E+3
875E+0	654.5576E+0	2.439E+3	1.258E+3	1.181E+3
876E+0	654.6807E+0	2.418E+3	1.265E+3	1.153E+3
877E+0	654.8039E+0	2.43E+3	1.256E+3	1.174E+3
878E+0	654.927E+0	2.429E+3	1.262E+3	1.167E+3
879E+0	655.0502E+0	2.408E+3	1.264E+3	1.144E+3
880E+0	655.1733E+0	2.406E+3	1.257E+3	1.149E+3
881E+0	655.2964E+0	2.425E+3	1.263E+3	1.162E+3
882E+0	655.4196E+0	2.425E+3	1.259E+3	1.166E+3
883E+0	655.5427E+0	2.424E+3	1.26E+3	1.164E+3
884E+0	655.6659E+0	2.416E+3	1.265E+3	1.151E+3
885E+0	655.789E+0	2.411E+3	1.258E+3	1.153E+3
886E+0	655.9121E+0	2.413E+3	1.269E+3	1.144E+3
887E+0	656.0353E+0	2.421E+3	1.254E+3	1.167E+3
888E+0	656.1584E+0	2.42E+3	1.263E+3	1.157E+3
889E+0	656.2815E+0	2.419E+3	1.262E+3	1.157E+3
890E+0	656.4047E+0	2.422E+3	1.266E+3	1.156E+3
891E+0	656.5278E+0	2.419E+3	1.256E+3	1.163E+3
892E+0	656.651E+0	2.418E+3	1.256E+3	1.162E+3
893E+0	656.7741E+0	2.416E+3	1.263E+3	1.153E+3
894E+0	656.8972E+0	2.407E+3	1.258E+3	1.149E+3
895E+0	657.0204E+0	2.409E+3	1.257E+3	1.152E+3
896E+0	657.1435E+0	2.402E+3	1.264E+3	1.138E+3
897E+0	657.2666E+0	2.402E+3	1.26E+3	1.142E+3
898E+0	657.3898E+0	2.4E+3	1.256E+3	1.144E+3
899E+0	657.5129E+0	2.394E+3	1.257E+3	1.137E+3
900E+0	657.636E+0	2.381E+3	1.258E+3	1.123E+3
901E+0	657.7592E+0	2.393E+3	1.254E+3	1.139E+3
902E+0	657.8823E+0	2.375E+3	1.257E+3	1.118E+3
903E+0	658.0054E+0	2.392E+3	1.264E+3	1.128E+3
904E+0	658.1285E+0	2.383E+3	1.25E+3	1.133E+3
905E+0	658.2517E+0	2.378E+3	1.254E+3	1.124E+3
906E+0	658.3748E+0	2.386E+3	1.254E+3	1.132E+3
907E+0	658.4979E+0	2.373E+3	1.255E+3	1.118E+3
908E+0	658.6211E+0	2.378E+3	1.256E+3	1.122E+3
909E+0	658.7442E+0	2.376E+3	1.254E+3	1.122E+3
910E+0	658.8673E+0	2.369E+3	1.259E+3	1.11E+3
911E+0	658.9904E+0	2.37E+3	1.256E+3	1.114E+3
912E+0	659.1136E+0	2.358E+3	1.259E+3	1.099E+3
913E+0	659.2367E+0	2.36E+3	1.257E+3	1.103E+3
914E+0	659.3598E+0	2.379E+3	1.256E+3	1.123E+3
915E+0	659.4829E+0	2.37E+3	1.252E+3	1.118E+3
916E+0	659.6061E+0	2.359E+3	1.259E+3	1.1E+3
917E+0	659.7292E+0	2.354E+3	1.252E+3	1.102E+3
918E+0	659.8523E+0	2.365E+3	1.254E+3	1.111E+3
919E+0	659.9754E+0	2.347E+3	1.255E+3	1.092E+3
920E+0	660.0986E+0	2.367E+3	1.249E+3	1.118E+3
921E+0	660.2217E+0	2.359E+3	1.254E+3	1.105E+3
922E+0	660.3448E+0	2.372E+3	1.256E+3	1.116E+3
923E+0	660.4679E+0	2.329E+3	1.253E+3	1.076E+3
924E+0	660.591E+0	2.342E+3	1.257E+3	1.085E+3
925E+0	660.7142E+0	2.338E+3	1.252E+3	1.086E+3
926E+0	660.8373E+0	2.331E+3	1.256E+3	1.075E+3
927E+0	660.9604E+0	2.336E+3	1.252E+3	1.084E+3
928E+0	661.0835E+0	2.334E+3	1.247E+3	1.087E+3
929E+0	661.2066E+0	2.352E+3	1.249E+3	1.103E+3
930E+0	661.3297E+0	2.335E+3	1.25E+3	1.085E+3
931E+0	661.4529E+0	2.333E+3	1.252E+3	1.081E+3
932E+0	661.576E+0	2.335E+3	1.248E+3	1.087E+3
933E+0	661.6991E+0	2.33E+3	1.251E+3	1.079E+3
934E+0	661.8222E+0	2.325E+3	1.25E+3	1.075E+3
935E+0	661.9453E+0	2.324E+3	1.255E+3	1.069E+3
936E+0	662.0684E+0	2.332E+3	1.252E+3	1.08E+3
937E+0	662.1915E+0	2.311E+3	1.253E+3	1.058E+3
938E+0	662.3147E+0	2.32E+3	1.246E+3	1.074E+3
939E+0	662.4378E+0	2.309E+3	1.238E+3	1.071E+3
940E+0	662.5609E+0	2.314E+3	1.247E+3	1.067E+3
941E+0	662.684E+0	2.322E+3	1.242E+3	1.08E+3
942E+0	662.8071E+0	2.321E+3	1.248E+3	1.073E+3
943E+0	662.9302E+0	2.33E+3	1.245E+3	1.085E+3
944E+0	663.0533E+0	2.312E+3	1.247E+3	1.065E+3
945E+0	663.1764E+0	2.317E+3	1.244E+3	1.073E+3
946E+0	663.2995E+0	2.318E+3	1.253E+3	1.065E+3
947E+0	663.4226E+0	2.299E+3	1.247E+3	1.052E+3
948E+0	663.5457E+0	2.308E+3	1.24E+3	1.068E+3
949E+0	663.6688E+0	2.313E+3	1.244E+3	1.069E+3
950E+0	663.7919E+0	2.309E+3	1.25E+3	1.059E+3
951E+0	663.9151E+0	2.288E+3	1.248E+3	1.04E+3
952E+0	664.0382E+0	2.312E+3	1.249E+3	1.063E+3
953E+0	664.1613E+0	2.308E+3	1.242E+3	1.066E+3
954E+0	664.2844E+0	2.297E+3	1.243E+3	1.054E+3
955E+0	664.4075E+0	2.31E+3	1.246E+3	1.064E+3
956E+0	664.5306E+0	2.307E+3	1.244E+3	1.063E+3
957E+0	664.6537E+0	2.289E+3	1.235E+3	1.054E+3
958E+0	664.7768E+0	2.3E+3	1.236E+3	1.064E+3
959E+0	664.8999E+0	2.306E+3	1.247E+3	1.059E+3
960E+0	665.023E+0	2.288E+3	1.24E+3	1.048E+3
961E+0	665.1461E+0	2.294E+3	1.245E+3	1.049E+3
962E+0	665.2692E+0	2.304E+3	1.24E+3	1.064E+3
963E+0	665.3923E+0	2.301E+3	1.24E+3	1.061E+3
964E+0	665.5154E+0	2.31E+3	1.244E+3	1.066E+3
965E+0	665.6384E+0	2.258E+3	1.236E+3	1.022E+3
966E+0	665.7615E+0	2.255E+3	1.249E+3	1.006E+3
967E+0	665.8846E+0	2.228E+3	1.237E+3	991E+0
968E+0	666.0077E+0	2.183E+3	1.241E+3	942E+0
969E+0	666.1308E+0	2.172E+3	1.243E+3	929E+0
970E+0	666.2539E+0	2.182E+3	1.248E+3	934E+0
971E+0	666.377E+0	2.167E+3	1.235E+3	932E+0
972E+0	666.5001E+0	2.167E+3	1.243E+3	924E+0
973E+0	666.6232E+0	2.188E+3	1.243E+3	945E+0
974E+0	666.7463E+0	2.216E+3	1.239E+3	977E+0
975E+0	666.8694E+0	2.244E+3	1.242E+3	1.002E+3
976E+0	666.9925E+0	2.281E+3	1.234E+3	1.047E+3
977E+0	667.1155E+0	2.299E+3	1.237E+3	1.062E+3
978E+0	667.2386E+0	2.289E+3	1.237E+3	1.052E+3
979E+0	667.3617E+0	2.306E+3	1.234E+3	1.072E+3
980E+0	667.4848E+0	2.291E+3	1.237E+3	1.054E+3
981E+0	667.6079E+0	2.28E+3	1.237E+3	1.043E+3
982E+0	667.731E+0	2.298E+3	1.236E+3	1.062E+3
983E+0	667.8541E+0	2.284E+3	1.244E+3	1.04E+3
984E+0	667.9771E+0	2.287E+3	1.235E+3	1.052E+3
985E+0	668.1002E+0	2.279E+3	1.23E+3	1.049E+3
986E+0	668.2233E+0	2.28E+3	1.238E+3	1.042E+3
987E+0	668.3464E+0	2.285E+3	1.233E+3	1.052E+3
988E+0	668.4695E+0	2.295E+3	1.237E+3	1.058E+3
989E+0	668.5925E+0	2.296E+3	1.241E+3	1.055E+3
990E+0	668.7156E+0	2.29E+3	1.236E+3	1.054E+3
991E+0	668.8387E+0	2.285E+3	1.234E+3	1.051E+3
992E+0	668.9618E+0	2.284E+3	1.241E+3	1.043E+3
993E+0	669.0848E+0	2.294E+3	1.232E+3	1.062E+3
994E+0	669.2079E+0	2.289E+3	1.236E+3	1.053E+3
995E+0	669.331E+0	2.277E+3	1.233E+3	1.044E+3
996E+0	669.4541E+0	2.297E+3	1.235E+3	1.062E+3
997E+0	669.5771E+0	2.286E+3	1.238E+3	1.048E+3
998E+0	669.7002E+0	2.294E+3	1.236E+3	1.058E+3
999E+0	669.8233E+0	2.293E+3	1.241E+3	1.052E+3
1E+3	669.9464E+0	2.289E+3	1.241E+3	1.048E+3
1.001E+3	670.0694E+0	2.289E+3	1.235E+3	1.054E+3
1.002E+3	670.1925E+0	2.279E+3	1.233E+3	1.046E+3
1.003E+3	670.3156E+0	2.285E+3	1.233E+3	1.052E+3
1.004E+3	670.4386E+0	2.275E+3	1.235E+3	1.04E+3
1.005E+3	670.5617E+0	2.272E+3	1.237E+3	1.035E+3
1.006E+3	670.6848E+0	2.274E+3	1.232E+3	1.042E+3
1.007E+3	670.8078E+0	2.237E+3	1.239E+3	998E+0
1.008E+3	670.9309E+0	2.246E+3	1.239E+3	1.007E+3
1.009E+3	671.054E+0	2.252E+3	1.235E+3	1.017E+3
1.01E+3	671.177E+0	2.233E+3	1.23E+3	1.003E+3
1.011E+3	671.3001E+0	2.242E+3	1.234E+3	1.008E+3
1.012E+3	671.4232E+0	2.249E+3	1.232E+3	1.017E+3
1.013E+3	671.5462E+0	2.259E+3	1.238E+3	1.021E+3
1.014E+3	671.6693E+0	2.258E+3	1.232E+3	1.026E+3
1.015E+3	671.7923E+0	2.288E+3	1.234E+3	1.054E+3
1.016E+3	671.9154E+0	2.286E+3	1.234E+3	1.052E+3
1.017E+3	672.0385E+0	2.287E+3	1.233E+3	1.054E+3
1.018E+3	672.1615E+0	2.281E+3	1.234E+3	1.047E+3
1.019E+3	672.2846E+0	2.285E+3	1.238E+3	1.047E+3
1.02E+3	672.4076E+0	2.29E+3	1.233E+3	1.057E+3
1.021E+3	672.5307E+0	2.286E+3	1.233E+3	1.053E+3
1.022E+3	672.6537E+0	2.286E+3	1.239E+3	1.047E+3
1.023E+3	672.7768E+0	2.287E+3	1.232E+3	1.055E+3
1.024E+3	672.8998E+0	2.325E+3	1.238E+3	1.087E+3

SympCCD.YPixels_Scan13        	                              
1E+0
