#2022-08-18
#15:12:22
#Balayage par: iq-qfl
#Description Keyword: 
#ScanTask Size: 1001
##Instrument: Tools@Tools.lvclass; Function:Indice de Point (Points); Parameters: *BeforeWait(ms): 0;*AfterWait(ms): 0; 
#Instrument: Tools@Tools.lvclass; Function:AbsTime (ms); Parameters: *BeforeWait(ms): 0;*AfterWait(ms): 0; 
#Instrument: ThorPM100A@ThorPM100A.lvclass; Function:Read Power (mW); Parameters: *BeforeWait(ms): 500;*AfterWait(ms): 0; Range: 1.861588E-1 (W); Autorange: Off; Wavelenght 530.80 (nm); Act Power: 15.399E-6 (W); Attenuation 0.00 (dB); Average Cnt: 1;
#
#Tools.Indice de points(Points)	Tools.Time(s)                 	Tools.Temps Abs(ms)           	ThorPM100A.Power(mW)          
791E+0	3.743695141688E+9	3.743695141688E+9	1.07927701E-6
792E+0	3.743695142191E+9	3.743695142191E+9	447.71835E-9
793E+0	3.743695142695E+9	3.743695142695E+9	658.155841E-9
794E+0	3.743695143197E+9	3.743695143197E+9	237.157735E-9
795E+0	3.7436951437E+9	3.7436951437E+9	1.50015194E-6
796E+0	3.743695144205E+9	3.743695144205E+9	1.28971453E-6
797E+0	3.743695144709E+9	3.743695144709E+9	237.157735E-9
798E+0	3.743695145212E+9	3.743695145212E+9	658.278964E-9
799E+0	3.743695145716E+9	3.743695145716E+9	-1.23639711E-6
800E+0	3.743695146219E+9	3.743695146219E+9	26.5971298E-9
801E+0	3.743695146722E+9	3.743695146722E+9	868.716427E-9
802E+0	3.743695147225E+9	3.743695147225E+9	-183.840342E-9
803E+0	3.74369514773E+9	3.74369514773E+9	1.50027518E-6
804E+0	3.743695148234E+9	3.743695148234E+9	1.07915389E-6
805E+0	3.743695148737E+9	3.743695148737E+9	868.716427E-9
806E+0	3.743695149241E+9	3.743695149241E+9	447.71835E-9
807E+0	3.743695149745E+9	3.743695149745E+9	-394.277833E-9
808E+0	3.743695150249E+9	3.743695150249E+9	658.155841E-9
809E+0	3.743695150752E+9	3.743695150752E+9	868.716427E-9
810E+0	3.743695151255E+9	3.743695151255E+9	237.157735E-9
811E+0	3.743695151759E+9	3.743695151759E+9	237.157735E-9
812E+0	3.743695152262E+9	3.743695152262E+9	-183.717205E-9
813E+0	3.743695152765E+9	3.743695152765E+9	1.92127322E-6
814E+0	3.743695153268E+9	3.743695153268E+9	-394.277833E-9
815E+0	3.743695153771E+9	3.743695153771E+9	237.280872E-9
816E+0	3.743695154274E+9	3.743695154274E+9	1.71071258E-6
817E+0	3.743695154778E+9	3.743695154778E+9	2.34227127E-6
818E+0	3.743695155281E+9	3.743695155281E+9	-183.840342E-9
819E+0	3.743695155784E+9	3.743695155784E+9	447.71835E-9
820E+0	3.743695156288E+9	3.743695156288E+9	658.155841E-9
821E+0	3.743695156792E+9	3.743695156792E+9	-183.840342E-9
822E+0	3.743695157295E+9	3.743695157295E+9	447.71835E-9
823E+0	3.743695157799E+9	3.743695157799E+9	658.155841E-9
824E+0	3.743695158303E+9	3.743695158303E+9	447.71835E-9
825E+0	3.743695158806E+9	3.743695158806E+9	1.28971453E-6
826E+0	3.743695159309E+9	3.743695159309E+9	-183.840342E-9
827E+0	3.743695159812E+9	3.743695159812E+9	1.28971453E-6
828E+0	3.743695160316E+9	3.743695160316E+9	1.07915389E-6
829E+0	3.743695160819E+9	3.743695160819E+9	447.71835E-9
830E+0	3.743695161322E+9	3.743695161322E+9	1.07915389E-6
831E+0	3.743695161825E+9	3.743695161825E+9	1.07927701E-6
832E+0	3.743695162329E+9	3.743695162329E+9	447.71835E-9
833E+0	3.743695162833E+9	3.743695162833E+9	447.71835E-9
834E+0	3.743695163337E+9	3.743695163337E+9	1.50027518E-6
835E+0	3.743695163841E+9	3.743695163841E+9	447.71835E-9
836E+0	3.743695164344E+9	3.743695164344E+9	-183.717205E-9
837E+0	3.743695164848E+9	3.743695164848E+9	658.278964E-9
838E+0	3.743695165352E+9	3.743695165352E+9	-1.65739516E-6
839E+0	3.743695165856E+9	3.743695165856E+9	1.50015194E-6
840E+0	3.743695166361E+9	3.743695166361E+9	447.71835E-9
841E+0	3.743695166864E+9	3.743695166864E+9	658.278964E-9
842E+0	3.743695167368E+9	3.743695167368E+9	868.716427E-9
843E+0	3.743695167871E+9	3.743695167871E+9	2.34227127E-6
844E+0	3.743695168375E+9	3.743695168375E+9	1.28971453E-6
845E+0	3.743695168878E+9	3.743695168879E+9	447.71835E-9
846E+0	3.743695169381E+9	3.743695169381E+9	1.07927701E-6
847E+0	3.743695169886E+9	3.743695169886E+9	1.28971453E-6
848E+0	3.743695170391E+9	3.743695170391E+9	658.278964E-9
849E+0	3.743695170894E+9	3.743695170894E+9	237.280872E-9
850E+0	3.743695171397E+9	3.743695171397E+9	658.278964E-9
851E+0	3.743695171901E+9	3.743695171901E+9	237.157735E-9
852E+0	3.743695172404E+9	3.743695172404E+9	26.7202651E-9
853E+0	3.743695172909E+9	3.743695172909E+9	237.280872E-9
854E+0	3.743695173412E+9	3.743695173412E+9	1.07927701E-6
855E+0	3.743695173916E+9	3.743695173916E+9	-394.277833E-9
856E+0	3.74369517442E+9	3.74369517442E+9	26.7202651E-9
857E+0	3.743695174927E+9	3.743695174927E+9	1.28971453E-6
858E+0	3.74369517543E+9	3.74369517543E+9	1.07915389E-6
859E+0	3.743695175934E+9	3.743695175934E+9	-394.277833E-9
860E+0	3.743695176437E+9	3.743695176437E+9	237.157735E-9
861E+0	3.743695176941E+9	3.743695176941E+9	-183.840342E-9
862E+0	3.743695177445E+9	3.743695177445E+9	26.7202651E-9
863E+0	3.743695177948E+9	3.743695177948E+9	26.7202651E-9
864E+0	3.743695178452E+9	3.743695178452E+9	1.28971453E-6
865E+0	3.743695178955E+9	3.743695178955E+9	447.71835E-9
866E+0	3.743695179461E+9	3.743695179461E+9	-1.23639711E-6
867E+0	3.743695179964E+9	3.743695179964E+9	447.71835E-9
868E+0	3.743695180467E+9	3.743695180467E+9	1.50027518E-6
869E+0	3.74369518097E+9	3.74369518097E+9	237.157735E-9
870E+0	3.743695181474E+9	3.743695181474E+9	26.5971298E-9
871E+0	3.743695181978E+9	3.743695181978E+9	868.716427E-9
872E+0	3.743695182483E+9	3.743695182483E+9	447.71835E-9
873E+0	3.743695182987E+9	3.743695182987E+9	447.71835E-9
874E+0	3.74369518349E+9	3.74369518349E+9	237.157735E-9
875E+0	3.743695183995E+9	3.743695183995E+9	1.50027518E-6
876E+0	3.743695184499E+9	3.743695184499E+9	237.280872E-9
877E+0	3.743695185002E+9	3.743695185002E+9	1.71071258E-6
878E+0	3.743695185505E+9	3.743695185505E+9	1.28971453E-6
879E+0	3.743695186008E+9	3.743695186008E+9	26.7202651E-9
880E+0	3.743695186513E+9	3.743695186513E+9	237.280872E-9
881E+0	3.743695187017E+9	3.743695187017E+9	1.28971453E-6
882E+0	3.743695187523E+9	3.743695187523E+9	1.07927701E-6
883E+0	3.743695188029E+9	3.743695188029E+9	-394.400956E-9
884E+0	3.743695188533E+9	3.743695188533E+9	1.50027518E-6
885E+0	3.743695189037E+9	3.743695189037E+9	1.07927701E-6
886E+0	3.743695189541E+9	3.743695189541E+9	237.157735E-9
887E+0	3.743695190044E+9	3.743695190044E+9	26.5971298E-9
888E+0	3.743695190547E+9	3.743695190547E+9	868.716427E-9
889E+0	3.74369519105E+9	3.74369519105E+9	2.13183375E-6
890E+0	3.743695191553E+9	3.743695191553E+9	447.71835E-9
891E+0	3.743695192057E+9	3.743695192057E+9	-604.838419E-9
892E+0	3.74369519256E+9	3.74369519256E+9	237.157735E-9
893E+0	3.743695193065E+9	3.743695193065E+9	26.5971298E-9
894E+0	3.743695193568E+9	3.743695193568E+9	26.7202651E-9
895E+0	3.743695194073E+9	3.743695194073E+9	-604.838419E-9
896E+0	3.743695194578E+9	3.743695194578E+9	1.71071258E-6
897E+0	3.743695195083E+9	3.743695195083E+9	1.50015194E-6
898E+0	3.743695195586E+9	3.743695195586E+9	868.716427E-9
899E+0	3.74369519609E+9	3.74369519609E+9	26.7202651E-9
900E+0	3.743695196594E+9	3.743695196594E+9	1.71071258E-6
901E+0	3.743695197097E+9	3.743695197097E+9	658.278964E-9
902E+0	3.7436951976E+9	3.7436951976E+9	1.07927701E-6
903E+0	3.743695198105E+9	3.743695198105E+9	26.5971298E-9
904E+0	3.74369519861E+9	3.74369519861E+9	868.716427E-9
905E+0	3.743695199113E+9	3.743695199113E+9	26.7202651E-9
906E+0	3.743695199617E+9	3.743695199617E+9	1.07927701E-6
907E+0	3.743695200123E+9	3.743695200123E+9	2.13183375E-6
908E+0	3.743695200626E+9	3.743695200626E+9	1.07927701E-6
909E+0	3.74369520113E+9	3.74369520113E+9	658.278964E-9
910E+0	3.743695201634E+9	3.743695201634E+9	658.278964E-9
911E+0	3.743695202137E+9	3.743695202137E+9	237.157735E-9
912E+0	3.74369520264E+9	3.74369520264E+9	-394.400956E-9
913E+0	3.743695203143E+9	3.743695203143E+9	1.07927701E-6
914E+0	3.743695203646E+9	3.743695203646E+9	-394.277833E-9
915E+0	3.743695204149E+9	3.743695204149E+9	1.50027518E-6
916E+0	3.743695204652E+9	3.743695204652E+9	1.92127322E-6
917E+0	3.743695205156E+9	3.743695205156E+9	1.07927701E-6
918E+0	3.743695205659E+9	3.743695205659E+9	1.28971453E-6
919E+0	3.743695206162E+9	3.743695206162E+9	237.157735E-9
920E+0	3.743695206665E+9	3.743695206665E+9	237.157735E-9
921E+0	3.743695207169E+9	3.743695207169E+9	658.155841E-9
922E+0	3.743695207672E+9	3.743695207672E+9	-604.838419E-9
923E+0	3.743695208175E+9	3.743695208175E+9	-394.277833E-9
924E+0	3.743695208678E+9	3.743695208678E+9	1.50027518E-6
925E+0	3.743695209182E+9	3.743695209182E+9	1.71071258E-6
926E+0	3.743695209686E+9	3.743695209686E+9	1.7108357E-6
927E+0	3.743695210189E+9	3.743695210189E+9	1.92127322E-6
928E+0	3.743695210692E+9	3.743695210692E+9	868.716427E-9
929E+0	3.743695211195E+9	3.743695211195E+9	658.155841E-9
930E+0	3.743695211698E+9	3.743695211698E+9	1.07927701E-6
931E+0	3.743695212202E+9	3.743695212202E+9	1.50027518E-6
932E+0	3.743695212705E+9	3.743695212705E+9	-604.838419E-9
933E+0	3.743695213208E+9	3.743695213208E+9	237.280872E-9
934E+0	3.743695213711E+9	3.743695213711E+9	1.28971453E-6
935E+0	3.743695214214E+9	3.743695214214E+9	-183.840342E-9
936E+0	3.743695214717E+9	3.743695214717E+9	1.28971453E-6
937E+0	3.743695215222E+9	3.743695215222E+9	-394.277833E-9
938E+0	3.743695215727E+9	3.743695215727E+9	-394.400956E-9
939E+0	3.74369521623E+9	3.74369521623E+9	-2.28895397E-6
940E+0	3.743695216733E+9	3.743695216733E+9	658.278964E-9
941E+0	3.743695217238E+9	3.743695217238E+9	237.157735E-9
942E+0	3.743695217743E+9	3.743695217743E+9	658.278964E-9
943E+0	3.743695218247E+9	3.743695218247E+9	-1.86783268E-6
944E+0	3.743695218752E+9	3.743695218752E+9	868.716427E-9
945E+0	3.743695219256E+9	3.743695219256E+9	2.13183375E-6
946E+0	3.743695219759E+9	3.743695219759E+9	1.50027518E-6
947E+0	3.743695220262E+9	3.743695220262E+9	1.71071258E-6
948E+0	3.743695220765E+9	3.743695220765E+9	2.13171074E-6
949E+0	3.743695221269E+9	3.743695221269E+9	1.50027518E-6
950E+0	3.743695221774E+9	3.743695221774E+9	1.92127322E-6
951E+0	3.743695222277E+9	3.743695222277E+9	658.278964E-9
952E+0	3.74369522278E+9	3.74369522278E+9	447.71835E-9
953E+0	3.743695223284E+9	3.743695223284E+9	-1.02583647E-6
954E+0	3.743695223788E+9	3.743695223788E+9	868.716427E-9
955E+0	3.743695224291E+9	3.743695224291E+9	26.7202651E-9
956E+0	3.743695224795E+9	3.743695224795E+9	447.595227E-9
957E+0	3.743695225298E+9	3.743695225298E+9	-183.840342E-9
958E+0	3.743695225804E+9	3.743695225804E+9	1.28971453E-6
959E+0	3.743695226308E+9	3.743695226308E+9	1.50015194E-6
960E+0	3.743695226812E+9	3.743695226812E+9	1.71071258E-6
961E+0	3.743695227315E+9	3.743695227315E+9	1.92127322E-6
962E+0	3.74369522782E+9	3.74369522782E+9	1.50027518E-6
963E+0	3.743695228324E+9	3.743695228324E+9	447.71835E-9
964E+0	3.743695228828E+9	3.743695228828E+9	1.28971453E-6
965E+0	3.74369522933E+9	3.74369522933E+9	447.71835E-9
966E+0	3.743695229834E+9	3.743695229834E+9	1.07927701E-6
967E+0	3.743695230337E+9	3.743695230337E+9	1.07915389E-6
968E+0	3.74369523084E+9	3.74369523084E+9	1.28971453E-6
969E+0	3.743695231344E+9	3.743695231344E+9	447.71835E-9
970E+0	3.743695231848E+9	3.743695231848E+9	-1.0259597E-6
971E+0	3.743695232353E+9	3.743695232353E+9	447.595227E-9
972E+0	3.743695232856E+9	3.743695232856E+9	1.50015194E-6
973E+0	3.743695233359E+9	3.743695233359E+9	26.7202651E-9
974E+0	3.743695233862E+9	3.743695233862E+9	1.07927701E-6
975E+0	3.743695234364E+9	3.743695234364E+9	-1.02583647E-6
976E+0	3.743695234868E+9	3.743695234868E+9	1.50015194E-6
977E+0	3.743695235371E+9	3.743695235371E+9	868.716427E-9
978E+0	3.743695235875E+9	3.743695235875E+9	658.278964E-9
979E+0	3.743695236378E+9	3.743695236378E+9	868.716427E-9
980E+0	3.743695236881E+9	3.743695236881E+9	1.50027518E-6
981E+0	3.743695237384E+9	3.743695237384E+9	1.07915389E-6
982E+0	3.743695237889E+9	3.743695237889E+9	-604.838419E-9
983E+0	3.743695238393E+9	3.743695238393E+9	1.50027518E-6
984E+0	3.743695238896E+9	3.743695238896E+9	26.7202651E-9
985E+0	3.7436952394E+9	3.7436952394E+9	-183.840342E-9
986E+0	3.743695239903E+9	3.743695239903E+9	447.71835E-9
987E+0	3.743695240407E+9	3.743695240407E+9	1.50027518E-6
988E+0	3.743695240913E+9	3.743695240913E+9	237.157735E-9
989E+0	3.743695241416E+9	3.743695241416E+9	658.278964E-9
990E+0	3.743695241918E+9	3.743695241918E+9	658.278964E-9
991E+0	3.743695242422E+9	3.743695242422E+9	1.50027518E-6
992E+0	3.743695242926E+9	3.743695242926E+9	1.07927701E-6
993E+0	3.743695243429E+9	3.743695243429E+9	-1.02583647E-6
994E+0	3.743695243932E+9	3.743695243932E+9	658.278964E-9
995E+0	3.743695244437E+9	3.743695244437E+9	-183.840342E-9
996E+0	3.74369524494E+9	3.74369524494E+9	1.92127322E-6
997E+0	3.743695245444E+9	3.743695245444E+9	-815.399062E-9
998E+0	3.743695245948E+9	3.743695245948E+9	868.716427E-9
999E+0	3.743695246452E+9	3.743695246452E+9	237.157735E-9
1E+3	3.743695246956E+9	3.743695246956E+9	1.07915389E-6
