#2020-11-27
#18:23
#Balayage par: Administrateur
#ScanTask Size: 10001

#Instrument: SR530@SR530.lvclass Function:Read Mag & Phase (V,°); Parameters:*BeforeWait(ms):100*AfterWait(ms):0BandFilter: On; LineFilter1x: On; LineFilter2x: On; Expand Ch1: Off; Expand Ch2: Off; Sensitivity: 2 mV; Pre Time: 300 ms; Post Time: 1 s; Dynamic Res.: Low; Reference Trigger: Negative; Channels Settings: R, Teta; Frequency: 321.000000; 

#Tools.Indice de points(Points)	Tools.Time(ms)                	SR530.Mag(V)                  	SR530.Phase(°)                
924E+0	3.689364999117E+9	1.244E-3	105.75E+0
925E+0	3.689364999983E+9	1.2225E-3	106.05E+0
926E+0	3.689365000848E+9	1.2225E-3	105.8E+0
927E+0	3.689365001712E+9	1.2385E-3	105.85E+0
928E+0	3.689365002577E+9	1.262E-3	105.85E+0
929E+0	3.689365003442E+9	1.2915E-3	105.6E+0
930E+0	3.689365004307E+9	1.2965E-3	105.45E+0
931E+0	3.689365005172E+9	1.2975E-3	105.35E+0
932E+0	3.68936500604E+9	1.2845E-3	105.55E+0
933E+0	3.689365006906E+9	1.2965E-3	105.6E+0
934E+0	3.689365007771E+9	1.324E-3	105.3E+0
935E+0	3.689365008636E+9	1.344E-3	105.2E+0
936E+0	3.6893650095E+9	1.3535E-3	105.2E+0
937E+0	3.689365010365E+9	1.3555E-3	105.1E+0
938E+0	3.68936501123E+9	1.3585E-3	104.85E+0
939E+0	3.689365012097E+9	1.3675E-3	104.9E+0
940E+0	3.689365012964E+9	1.3645E-3	105.1E+0
941E+0	3.689365013828E+9	1.363E-3	105.25E+0
942E+0	3.689365014694E+9	1.3555E-3	105.3E+0
943E+0	3.689365015556E+9	1.347E-3	105.35E+0
944E+0	3.689365016423E+9	1.3425E-3	105.35E+0
945E+0	3.689365017287E+9	1.3445E-3	105.2E+0
946E+0	3.689365018152E+9	1.3545E-3	105.1E+0
947E+0	3.689365019017E+9	1.353E-3	105.05E+0
948E+0	3.689365019881E+9	1.3625E-3	104.9E+0
949E+0	3.689365020746E+9	1.3835E-3	105E+0
950E+0	3.689365021613E+9	1.389E-3	104.8E+0
951E+0	3.689365022481E+9	1.3915E-3	104.75E+0
952E+0	3.689365023349E+9	1.3985E-3	104.75E+0
953E+0	3.689365024213E+9	1.397E-3	104.85E+0
954E+0	3.689365025078E+9	1.3835E-3	104.85E+0
955E+0	3.689365025943E+9	1.3585E-3	105E+0
956E+0	3.68936502681E+9	1.3585E-3	104.95E+0
957E+0	3.689365027677E+9	1.3735E-3	104.85E+0
958E+0	3.689365028543E+9	1.38E-3	104.8E+0
959E+0	3.689365029406E+9	1.3915E-3	104.75E+0
960E+0	3.689365030272E+9	1.3965E-3	104.75E+0
961E+0	3.689365031137E+9	1.3855E-3	104.85E+0
962E+0	3.689365032002E+9	1.3725E-3	104.85E+0
963E+0	3.689365032866E+9	1.3555E-3	104.9E+0
964E+0	3.689365033732E+9	1.3495E-3	105E+0
965E+0	3.689365034597E+9	1.3365E-3	104.85E+0
966E+0	3.689365035461E+9	1.3315E-3	104.85E+0
967E+0	3.689365036325E+9	1.3065E-3	105.25E+0
968E+0	3.689365037191E+9	1.3E-3	105.35E+0
969E+0	3.689365038056E+9	1.2925E-3	105.35E+0
970E+0	3.689365038924E+9	1.291E-3	105.25E+0
971E+0	3.689365039789E+9	1.291E-3	105.25E+0
972E+0	3.689365040654E+9	1.2855E-3	105.35E+0
973E+0	3.689365041518E+9	1.3E-3	105.15E+0
974E+0	3.689365042385E+9	1.3135E-3	105.05E+0
975E+0	3.689365043253E+9	1.311E-3	105.2E+0
976E+0	3.689365044117E+9	1.318E-3	105.3E+0
977E+0	3.689365044983E+9	1.332E-3	105.4E+0
978E+0	3.689365045847E+9	1.344E-3	105.25E+0
979E+0	3.689365046712E+9	1.337E-3	105.15E+0
980E+0	3.689365047576E+9	1.3365E-3	105.05E+0
981E+0	3.68936504844E+9	1.328E-3	105.25E+0
982E+0	3.689365049305E+9	1.3305E-3	105.35E+0
983E+0	3.689365050171E+9	1.306E-3	105.6E+0
984E+0	3.689365051036E+9	1.219E-3	106.25E+0
985E+0	3.689365051901E+9	1.1545E-3	106.5E+0
986E+0	3.689365052766E+9	1.1285E-3	106.5E+0
987E+0	3.689365053631E+9	1.1085E-3	106.6E+0
988E+0	3.689365054496E+9	1.11E-3	106.6E+0
989E+0	3.689365055363E+9	1.1215E-3	106.25E+0
990E+0	3.68936505623E+9	1.1095E-3	106.35E+0
991E+0	3.689365057094E+9	1.1085E-3	106.55E+0
992E+0	3.689365057958E+9	1.146E-3	106.15E+0
993E+0	3.689365058824E+9	1.173E-3	105.9E+0
994E+0	3.689365059687E+9	1.18E-3	105.9E+0
995E+0	3.689365060554E+9	1.182E-3	105.9E+0
996E+0	3.689365061418E+9	1.1895E-3	105.65E+0
997E+0	3.689365062284E+9	1.187E-3	105.7E+0
998E+0	3.689365063148E+9	1.177E-3	105.7E+0
999E+0	3.689365064013E+9	1.1715E-3	105.85E+0
1E+3	3.689365064878E+9	1.1985E-3	105.65E+0
1.001E+3	3.689365065743E+9	1.218E-3	105.5E+0
1.002E+3	3.689365066606E+9	1.245E-3	105.65E+0
1.003E+3	3.689365067472E+9	1.246E-3	105.45E+0
1.004E+3	3.689365068335E+9	1.2515E-3	105.45E+0
1.005E+3	3.689365069201E+9	1.244E-3	105.7E+0
1.006E+3	3.689365070067E+9	1.24E-3	106E+0
1.007E+3	3.689365070936E+9	1.254E-3	105.75E+0
1.008E+3	3.6893650718E+9	1.2895E-3	105.35E+0
1.009E+3	3.689365072664E+9	1.3065E-3	105.35E+0
1.01E+3	3.689365073531E+9	1.314E-3	105.3E+0
1.011E+3	3.689365074399E+9	1.307E-3	105.25E+0
1.012E+3	3.689365075263E+9	1.274E-3	105.45E+0
1.013E+3	3.689365076127E+9	1.2325E-3	105.7E+0
1.014E+3	3.689365076993E+9	1.2135E-3	105.6E+0
1.015E+3	3.689365077857E+9	1.189E-3	105.8E+0
1.016E+3	3.689365078722E+9	1.191E-3	105.65E+0
1.017E+3	3.689365079587E+9	1.1935E-3	105.9E+0
1.018E+3	3.689365080451E+9	1.193E-3	106.05E+0
1.019E+3	3.689365081317E+9	1.1895E-3	106.05E+0
1.02E+3	3.689365082182E+9	1.1855E-3	106.05E+0
1.021E+3	3.689365083045E+9	1.1785E-3	106.15E+0
1.022E+3	3.689365083912E+9	1.1755E-3	106.1E+0
1.023E+3	3.689365084776E+9	1.1725E-3	106.15E+0
1.024E+3	3.68936508564E+9	1.149E-3	106.5E+0
1.025E+3	3.689365086504E+9	1.145E-3	106.55E+0
1.026E+3	3.689365087371E+9	1.1485E-3	106.6E+0
1.027E+3	3.689365088236E+9	1.147E-3	106.5E+0
1.028E+3	3.689365089104E+9	1.178E-3	106.1E+0
1.029E+3	3.689365089969E+9	1.204E-3	105.95E+0
1.03E+3	3.689365090835E+9	1.2065E-3	106.05E+0
1.031E+3	3.689365091699E+9	1.2005E-3	106.4E+0
1.032E+3	3.689365092563E+9	1.2205E-3	106.2E+0
1.033E+3	3.689365093428E+9	1.2185E-3	106.45E+0
1.034E+3	3.689365094292E+9	1.2095E-3	106.9E+0
1.035E+3	3.689365095159E+9	1.207E-3	106.6E+0
1.036E+3	3.689365096023E+9	1.2115E-3	106.55E+0
1.037E+3	3.689365096887E+9	1.2075E-3	106.55E+0
1.038E+3	3.689365097752E+9	1.1965E-3	106.6E+0
1.039E+3	3.689365098617E+9	1.2015E-3	106.8E+0
1.04E+3	3.689365099483E+9	1.2045E-3	107.05E+0
1.041E+3	3.689365100347E+9	1.2135E-3	106.8E+0
1.042E+3	3.689365101212E+9	1.26E-3	106.25E+0
1.043E+3	3.689365102076E+9	1.274E-3	106.1E+0
1.044E+3	3.689365102941E+9	1.2815E-3	105.85E+0
1.045E+3	3.689365103807E+9	1.2735E-3	105.6E+0
1.046E+3	3.689365104671E+9	1.2755E-3	105.5E+0
1.047E+3	3.689365105534E+9	1.2705E-3	105.5E+0
1.048E+3	3.6893651064E+9	1.2685E-3	105.45E+0
1.049E+3	3.689365107265E+9	1.2725E-3	105E+0
1.05E+3	3.689365108131E+9	1.291E-3	104.9E+0
1.051E+3	3.689365108995E+9	1.294E-3	105.1E+0
1.052E+3	3.68936510986E+9	1.31E-3	105.3E+0
1.053E+3	3.689365110726E+9	1.3E-3	105.35E+0
1.054E+3	3.68936511159E+9	1.31E-3	105.4E+0
1.055E+3	3.689365112454E+9	1.334E-3	105.2E+0
1.056E+3	3.689365113319E+9	1.358E-3	105E+0
1.057E+3	3.689365114184E+9	1.371E-3	105.15E+0
1.058E+3	3.689365115049E+9	1.359E-3	105.45E+0
1.059E+3	3.689365115915E+9	1.3675E-3	105.4E+0
1.06E+3	3.689365116783E+9	1.3855E-3	105.4E+0
1.061E+3	3.689365117647E+9	1.395E-3	105.55E+0
1.062E+3	3.689365118513E+9	1.385E-3	105.4E+0
1.063E+3	3.689365119376E+9	1.3745E-3	105.25E+0
1.064E+3	3.689365120241E+9	1.375E-3	105.1E+0
1.065E+3	3.689365121107E+9	1.376E-3	104.95E+0
1.066E+3	3.689365121972E+9	1.3615E-3	104.85E+0
1.067E+3	3.689365122836E+9	1.3615E-3	104.9E+0
1.068E+3	3.689365123701E+9	1.3525E-3	105E+0
1.069E+3	3.689365124566E+9	1.3565E-3	105E+0
1.07E+3	3.68936512543E+9	1.331E-3	105.05E+0
1.071E+3	3.689365126295E+9	1.325E-3	105.15E+0
1.072E+3	3.68936512716E+9	1.2995E-3	105.3E+0
1.073E+3	3.689365128024E+9	1.271E-3	105.4E+0
1.074E+3	3.68936512889E+9	1.266E-3	105.4E+0
1.075E+3	3.689365129754E+9	1.3085E-3	105.3E+0
1.076E+3	3.68936513062E+9	1.373E-3	105.15E+0
1.077E+3	3.689365131484E+9	1.4275E-3	105.05E+0
1.078E+3	3.689365132349E+9	1.4315E-3	105.2E+0
1.079E+3	3.689365133214E+9	1.443E-3	105.2E+0
1.08E+3	3.689365134079E+9	1.438E-3	105.25E+0
1.081E+3	3.689365134944E+9	1.464E-3	105.15E+0
1.082E+3	3.689365135808E+9	1.464E-3	105.2E+0
1.083E+3	3.689365136673E+9	1.471E-3	105.2E+0
1.084E+3	3.689365137537E+9	1.481E-3	105.25E+0
1.085E+3	3.689365138403E+9	1.486E-3	105.35E+0
1.086E+3	3.689365139268E+9	1.4895E-3	105.25E+0
1.087E+3	3.689365140132E+9	1.4695E-3	104.95E+0
1.088E+3	3.689365140997E+9	1.468E-3	104.9E+0
1.089E+3	3.689365141861E+9	1.4875E-3	105E+0
1.09E+3	3.689365142727E+9	1.4915E-3	104.95E+0
1.091E+3	3.689365143593E+9	1.5035E-3	104.85E+0
1.092E+3	3.689365144459E+9	1.5165E-3	104.95E+0
1.093E+3	3.689365145325E+9	1.522E-3	104.55E+0
1.094E+3	3.689365146189E+9	1.516E-3	104.7E+0
1.095E+3	3.689365147055E+9	1.5195E-3	105E+0
1.096E+3	3.68936514792E+9	1.5195E-3	105.1E+0
1.097E+3	3.689365148785E+9	1.5115E-3	105.15E+0
1.098E+3	3.689365149651E+9	1.496E-3	104.95E+0
1.099E+3	3.689365150514E+9	1.457E-3	104.85E+0
1.1E+3	3.689365151379E+9	1.404E-3	104.9E+0
1.101E+3	3.689365152244E+9	1.3775E-3	104.9E+0
1.102E+3	3.689365153109E+9	1.3715E-3	104.95E+0
1.103E+3	3.689365153973E+9	1.3735E-3	104.55E+0
1.104E+3	3.689365154839E+9	1.3685E-3	104.45E+0
1.105E+3	3.689365155708E+9	1.349E-3	104.55E+0
1.106E+3	3.689365156572E+9	1.3245E-3	104.7E+0
1.107E+3	3.689365157436E+9	1.3085E-3	104.75E+0
1.108E+3	3.689365158302E+9	1.306E-3	104.55E+0
1.109E+3	3.689365159167E+9	1.304E-3	104.5E+0
1.11E+3	3.689365160031E+9	1.311E-3	104.45E+0
1.111E+3	3.689365160896E+9	1.3085E-3	104.25E+0
1.112E+3	3.689365161761E+9	1.299E-3	104.45E+0
1.113E+3	3.689365162627E+9	1.2925E-3	104.5E+0
1.114E+3	3.689365163496E+9	1.2915E-3	104.3E+0
1.115E+3	3.68936516436E+9	1.289E-3	104.55E+0
1.116E+3	3.689365165224E+9	1.2875E-3	104.45E+0
1.117E+3	3.68936516609E+9	1.3035E-3	104.6E+0
1.118E+3	3.689365166954E+9	1.316E-3	104.65E+0
1.119E+3	3.68936516782E+9	1.3495E-3	104.95E+0
1.12E+3	3.689365168683E+9	1.3465E-3	104.8E+0
1.121E+3	3.689365169548E+9	1.372E-3	104.7E+0
1.122E+3	3.689365170414E+9	1.403E-3	104.65E+0
1.123E+3	3.689365171279E+9	1.447E-3	104.7E+0
1.124E+3	3.689365172145E+9	1.442E-3	104.55E+0
1.125E+3	3.689365173012E+9	1.429E-3	104.8E+0
1.126E+3	3.689365173877E+9	1.416E-3	104.75E+0
1.127E+3	3.689365174741E+9	1.417E-3	104.8E+0
1.128E+3	3.689365175606E+9	1.414E-3	104.85E+0
1.129E+3	3.68936517647E+9	1.4095E-3	104.85E+0
1.13E+3	3.689365177337E+9	1.4035E-3	104.9E+0
1.131E+3	3.689365178201E+9	1.4E-3	104.9E+0
1.132E+3	3.689365179066E+9	1.39E-3	105E+0
1.133E+3	3.689365179932E+9	1.3705E-3	105.15E+0
1.134E+3	3.689365180796E+9	1.3745E-3	105.15E+0
1.135E+3	3.68936518166E+9	1.3725E-3	105.05E+0
1.136E+3	3.689365182526E+9	1.367E-3	104.8E+0
1.137E+3	3.68936518339E+9	1.3625E-3	104.7E+0
1.138E+3	3.689365184255E+9	1.3735E-3	104.75E+0
1.139E+3	3.689365185119E+9	1.3675E-3	104.85E+0
1.14E+3	3.689365185985E+9	1.3615E-3	105.05E+0
1.141E+3	3.689365186848E+9	1.347E-3	105.15E+0
1.142E+3	3.689365187714E+9	1.3545E-3	105.15E+0
1.143E+3	3.689365188579E+9	1.3795E-3	105.05E+0
1.144E+3	3.689365189444E+9	1.3855E-3	105.15E+0
1.145E+3	3.689365190309E+9	1.404E-3	105E+0
1.146E+3	3.689365191174E+9	1.4155E-3	104.85E+0
1.147E+3	3.689365192037E+9	1.42E-3	104.8E+0
1.148E+3	3.689365192903E+9	1.43E-3	105E+0
1.149E+3	3.689365193768E+9	1.4095E-3	104.7E+0
1.15E+3	3.689365194632E+9	1.411E-3	104.6E+0
1.151E+3	3.689365195497E+9	1.452E-3	104.6E+0
1.152E+3	3.689365196363E+9	1.4695E-3	104.4E+0
1.153E+3	3.689365197228E+9	1.4755E-3	104.45E+0
1.154E+3	3.689365198092E+9	1.414E-3	104.55E+0
1.155E+3	3.689365198958E+9	1.319E-3	104.5E+0
1.156E+3	3.689365199826E+9	1.271E-3	104.7E+0
1.157E+3	3.689365200692E+9	1.2005E-3	105.45E+0
1.158E+3	3.689365201555E+9	1.156E-3	106.4E+0
1.159E+3	3.68936520242E+9	1.114E-3	106.95E+0
1.16E+3	3.689365203285E+9	1.087E-3	107.25E+0
1.161E+3	3.68936520415E+9	1.0745E-3	107.2E+0
1.162E+3	3.689365205015E+9	1.0815E-3	107.15E+0
1.163E+3	3.68936520588E+9	1.076E-3	107.25E+0
1.164E+3	3.689365206745E+9	1.0695E-3	107.3E+0
1.165E+3	3.689365207609E+9	1.0615E-3	107.1E+0
1.166E+3	3.689365208475E+9	1.07E-3	106.8E+0
1.167E+3	3.689365209342E+9	1.079E-3	106.7E+0
1.168E+3	3.689365210208E+9	1.0745E-3	106.8E+0
1.169E+3	3.689365211071E+9	1.0625E-3	106.95E+0
1.17E+3	3.689365211937E+9	1.047E-3	106.85E+0
1.171E+3	3.689365212802E+9	1.0535E-3	106.85E+0
1.172E+3	3.689365213666E+9	1.0535E-3	106.75E+0
1.173E+3	3.689365214532E+9	1.0605E-3	106.7E+0
1.174E+3	3.689365215397E+9	1.0805E-3	106.65E+0
1.175E+3	3.689365216262E+9	1.1105E-3	106.5E+0
1.176E+3	3.689365217126E+9	1.1305E-3	106.2E+0
1.177E+3	3.689365217992E+9	1.098E-3	106.35E+0
1.178E+3	3.689365218856E+9	1.0735E-3	106.45E+0
1.179E+3	3.689365219721E+9	1.0595E-3	106.6E+0
1.18E+3	3.689365220586E+9	1.0465E-3	106.65E+0
1.181E+3	3.689365221451E+9	1.052E-3	106.7E+0
1.182E+3	3.689365222314E+9	1.0675E-3	106.6E+0
1.183E+3	3.689365223181E+9	1.081E-3	106.55E+0
1.184E+3	3.689365224045E+9	1.0805E-3	106.55E+0
1.185E+3	3.68936522491E+9	1.069E-3	106.6E+0
1.186E+3	3.689365225775E+9	1.051E-3	106.55E+0
1.187E+3	3.689365226638E+9	1.048E-3	106.45E+0
1.188E+3	3.689365227504E+9	1.0495E-3	106.5E+0
1.189E+3	3.689365228368E+9	1.047E-3	106.85E+0
1.19E+3	3.689365229233E+9	1.0435E-3	107.05E+0
1.191E+3	3.689365230098E+9	1.0395E-3	107.1E+0
1.192E+3	3.689365230962E+9	1.037E-3	106.95E+0
1.193E+3	3.689365231828E+9	1.032E-3	107E+0
1.194E+3	3.689365232693E+9	1.0495E-3	107.05E+0
1.195E+3	3.689365233557E+9	1.087E-3	107.1E+0
1.196E+3	3.689365234425E+9	1.0755E-3	107.2E+0
1.197E+3	3.689365235291E+9	1.063E-3	107.1E+0
1.198E+3	3.689365236157E+9	1.0425E-3	107.25E+0
1.199E+3	3.689365237021E+9	1.04E-3	107.35E+0
1.2E+3	3.689365237887E+9	1.0555E-3	107.1E+0
1.201E+3	3.689365238751E+9	1.075E-3	107.05E+0
1.202E+3	3.689365239617E+9	1.074E-3	106.5E+0
1.203E+3	3.689365240482E+9	1.0705E-3	106.55E+0
1.204E+3	3.689365241346E+9	1.055E-3	106.5E+0
1.205E+3	3.689365242211E+9	1.051E-3	106.45E+0
1.206E+3	3.689365243076E+9	1.0575E-3	106.2E+0
1.207E+3	3.689365243939E+9	1.0735E-3	106.2E+0
1.208E+3	3.689365244804E+9	1.0785E-3	106.35E+0
1.209E+3	3.689365245668E+9	1.0705E-3	106.55E+0
1.21E+3	3.689365246534E+9	1.0925E-3	106.45E+0
1.211E+3	3.6893652474E+9	1.106E-3	106.55E+0
1.212E+3	3.689365248264E+9	1.101E-3	106.6E+0
1.213E+3	3.689365249128E+9	1.112E-3	106.55E+0
1.214E+3	3.689365249995E+9	1.121E-3	106.35E+0
1.215E+3	3.689365250858E+9	1.1085E-3	106.4E+0
1.216E+3	3.689365251723E+9	1.0935E-3	106.35E+0
1.217E+3	3.689365252587E+9	1.0785E-3	106.45E+0
1.218E+3	3.689365253451E+9	1.0705E-3	106.4E+0
1.219E+3	3.689365254317E+9	1.0685E-3	106.15E+0
1.22E+3	3.689365255182E+9	1.0625E-3	106.05E+0
1.221E+3	3.689365256047E+9	1.051E-3	106.15E+0
1.222E+3	3.689365256912E+9	1.059E-3	106.15E+0
1.223E+3	3.689365257778E+9	1.0625E-3	106.2E+0
1.224E+3	3.689365258642E+9	1.066E-3	106.2E+0
1.225E+3	3.689365259506E+9	1.0755E-3	106.1E+0
1.226E+3	3.689365260371E+9	1.0865E-3	105.95E+0
1.227E+3	3.689365261236E+9	1.0755E-3	106.1E+0
1.228E+3	3.6893652621E+9	1.0615E-3	106.3E+0
1.229E+3	3.689365262965E+9	1.0475E-3	106.55E+0
1.23E+3	3.689365263831E+9	1.0405E-3	106.55E+0
1.231E+3	3.689365264696E+9	1.0345E-3	106.6E+0
1.232E+3	3.689365265561E+9	1.0285E-3	106.7E+0
1.233E+3	3.689365266425E+9	1.033E-3	106.8E+0
1.234E+3	3.68936526729E+9	1.054E-3	106.6E+0
1.235E+3	3.689365268156E+9	1.0655E-3	106.6E+0
1.236E+3	3.689365269025E+9	1.0675E-3	106.55E+0
1.237E+3	3.689365269889E+9	1.0615E-3	106.55E+0
1.238E+3	3.689365270753E+9	1.0825E-3	106.55E+0
1.239E+3	3.689365271619E+9	1.1E-3	106.55E+0
1.24E+3	3.689365272487E+9	1.094E-3	106.1E+0
1.241E+3	3.689365273352E+9	1.1155E-3	105.9E+0
1.242E+3	3.689365274217E+9	1.1205E-3	105.95E+0
1.243E+3	3.689365275083E+9	1.0935E-3	106.2E+0
1.244E+3	3.689365275947E+9	1.0965E-3	106.15E+0
1.245E+3	3.689365276816E+9	1.0875E-3	106.35E+0
1.246E+3	3.68936527768E+9	1.0765E-3	106.25E+0
1.247E+3	3.689365278545E+9	1.0655E-3	106.4E+0
1.248E+3	3.689365279411E+9	1.0785E-3	106E+0
1.249E+3	3.689365280274E+9	1.0945E-3	106E+0
1.25E+3	3.68936528114E+9	1.1035E-3	105.85E+0
1.251E+3	3.689365282004E+9	1.123E-3	105.75E+0
1.252E+3	3.689365282868E+9	1.106E-3	105.9E+0
1.253E+3	3.689365283733E+9	1.102E-3	105.95E+0
1.254E+3	3.689365284598E+9	1.112E-3	105.85E+0
1.255E+3	3.689365285462E+9	1.12E-3	105.7E+0
1.256E+3	3.689365286328E+9	1.11E-3	105.9E+0
1.257E+3	3.689365287193E+9	1.116E-3	105.9E+0
1.258E+3	3.689365288058E+9	1.1315E-3	105.9E+0
1.259E+3	3.689365288924E+9	1.1365E-3	105.9E+0
1.26E+3	3.689365289788E+9	1.111E-3	106.1E+0
1.261E+3	3.689365290651E+9	1.1385E-3	105.65E+0
1.262E+3	3.689365291517E+9	1.1945E-3	105.5E+0
1.263E+3	3.689365292383E+9	1.2135E-3	106E+0
1.264E+3	3.689365293251E+9	1.218E-3	106.45E+0
1.265E+3	3.689365294115E+9	1.236E-3	106.55E+0
1.266E+3	3.689365294982E+9	1.237E-3	106.75E+0
1.267E+3	3.68936529585E+9	1.254E-3	106.95E+0
1.268E+3	3.689365296715E+9	1.2465E-3	106.95E+0
1.269E+3	3.689365297583E+9	1.2605E-3	107.05E+0
1.27E+3	3.689365298448E+9	1.2785E-3	106.9E+0
1.271E+3	3.689365299313E+9	1.2665E-3	107.25E+0
1.272E+3	3.689365300178E+9	1.2495E-3	107.5E+0
1.273E+3	3.689365301043E+9	1.232E-3	107.75E+0
1.274E+3	3.689365301907E+9	1.223E-3	107.95E+0
1.275E+3	3.689365302771E+9	1.2145E-3	108E+0
1.276E+3	3.689365303637E+9	1.2295E-3	107.9E+0
1.277E+3	3.689365304501E+9	1.262E-3	107.75E+0
1.278E+3	3.689365305366E+9	1.268E-3	107.7E+0
1.279E+3	3.689365306231E+9	1.255E-3	107.75E+0
1.28E+3	3.689365307096E+9	1.264E-3	107.5E+0
1.281E+3	3.68936530796E+9	1.2635E-3	107.5E+0
1.282E+3	3.689365308826E+9	1.292E-3	107.5E+0
1.283E+3	3.68936530969E+9	1.3085E-3	107.45E+0
1.284E+3	3.689365310554E+9	1.2895E-3	107.6E+0
1.285E+3	3.689365311421E+9	1.276E-3	107.7E+0
1.286E+3	3.68936531229E+9	1.324E-3	107.65E+0
1.287E+3	3.689365313156E+9	1.3255E-3	107.55E+0
1.288E+3	3.689365314022E+9	1.2885E-3	107.55E+0
1.289E+3	3.689365314888E+9	1.2605E-3	107.75E+0
1.29E+3	3.689365315752E+9	1.314E-3	107.5E+0
1.291E+3	3.689365316619E+9	1.324E-3	107.55E+0
1.292E+3	3.689365317487E+9	1.308E-3	107.6E+0
1.293E+3	3.689365318351E+9	1.285E-3	107.7E+0
1.294E+3	3.689365319215E+9	1.255E-3	107.65E+0
1.295E+3	3.689365320082E+9	1.254E-3	107.55E+0
1.296E+3	3.689365320946E+9	1.2845E-3	107.45E+0
1.297E+3	3.689365321811E+9	1.279E-3	107.5E+0
1.298E+3	3.689365322676E+9	1.258E-3	107.5E+0
1.299E+3	3.68936532354E+9	1.2425E-3	107.6E+0
1.3E+3	3.689365324404E+9	1.251E-3	107.65E+0
1.301E+3	3.68936532527E+9	1.236E-3	107.8E+0
1.302E+3	3.689365326135E+9	1.2145E-3	107.95E+0
1.303E+3	3.689365327E+9	1.2005E-3	108E+0
1.304E+3	3.689365327865E+9	1.1955E-3	108E+0
1.305E+3	3.689365328728E+9	1.171E-3	108.2E+0
1.306E+3	3.689365329594E+9	1.1715E-3	108.15E+0
1.307E+3	3.689365330458E+9	1.177E-3	108.2E+0
1.308E+3	3.689365331323E+9	1.19E-3	108.15E+0
1.309E+3	3.689365332188E+9	1.193E-3	108.1E+0
1.31E+3	3.689365333054E+9	1.1825E-3	108.05E+0
1.311E+3	3.689365333919E+9	1.179E-3	108E+0
1.312E+3	3.689365334783E+9	1.179E-3	108.05E+0
1.313E+3	3.689365335648E+9	1.194E-3	107.85E+0
1.314E+3	3.689365336512E+9	1.191E-3	107.9E+0
1.315E+3	3.689365337379E+9	1.1895E-3	107.9E+0
1.316E+3	3.689365338246E+9	1.188E-3	107.95E+0
1.317E+3	3.689365339111E+9	1.197E-3	107.75E+0
1.318E+3	3.689365339977E+9	1.2095E-3	107.55E+0
1.319E+3	3.689365340841E+9	1.21E-3	107.65E+0
1.32E+3	3.689365341707E+9	1.214E-3	107.65E+0
1.321E+3	3.689365342569E+9	1.227E-3	107.55E+0
1.322E+3	3.689365343437E+9	1.2385E-3	107.6E+0
1.323E+3	3.6893653443E+9	1.2315E-3	107.95E+0
1.324E+3	3.689365345167E+9	1.2125E-3	108E+0
1.325E+3	3.689365346034E+9	1.189E-3	108.2E+0
1.326E+3	3.689365346898E+9	1.161E-3	108.35E+0
1.327E+3	3.689365347763E+9	1.143E-3	108.15E+0
1.328E+3	3.689365348628E+9	1.1145E-3	107.65E+0
1.329E+3	3.689365349493E+9	1.106E-3	107.2E+0
1.33E+3	3.689365350358E+9	1.0985E-3	107.05E+0
1.331E+3	3.689365351222E+9	1.0955E-3	107E+0
1.332E+3	3.689365352088E+9	1.0935E-3	107.1E+0
1.333E+3	3.689365352953E+9	1.106E-3	107.05E+0
1.334E+3	3.689365353818E+9	1.1115E-3	106.7E+0
1.335E+3	3.689365354686E+9	1.112E-3	106.9E+0
1.336E+3	3.689365355551E+9	1.1275E-3	106.55E+0
1.337E+3	3.689365356417E+9	1.15E-3	106.5E+0
1.338E+3	3.689365357285E+9	1.1705E-3	106.45E+0
1.339E+3	3.689365358149E+9	1.173E-3	106.55E+0
1.34E+3	3.689365359014E+9	1.1835E-3	106.75E+0
1.341E+3	3.689365359879E+9	1.1865E-3	106.55E+0
1.342E+3	3.689365360745E+9	1.1825E-3	106.55E+0
1.343E+3	3.689365361609E+9	1.1915E-3	106.5E+0
1.344E+3	3.689365362472E+9	1.2055E-3	106.9E+0
1.345E+3	3.689365363339E+9	1.1885E-3	107.25E+0
1.346E+3	3.689365364202E+9	1.2005E-3	107.45E+0
1.347E+3	3.689365365067E+9	1.198E-3	107.75E+0
1.348E+3	3.689365365934E+9	1.2015E-3	108.05E+0
1.349E+3	3.689365366802E+9	1.193E-3	108.15E+0
1.35E+3	3.689365367666E+9	1.2005E-3	108.4E+0
1.351E+3	3.689365368531E+9	1.2015E-3	108.6E+0
1.352E+3	3.689365369395E+9	1.204E-3	108.55E+0
1.353E+3	3.68936537026E+9	1.194E-3	108.8E+0
1.354E+3	3.689365371125E+9	1.1935E-3	108.55E+0
1.355E+3	3.68936537199E+9	1.1995E-3	108.3E+0
1.356E+3	3.689365372857E+9	1.2005E-3	108.35E+0
1.357E+3	3.689365373722E+9	1.195E-3	108.4E+0
1.358E+3	3.689365374589E+9	1.1905E-3	108.45E+0
1.359E+3	3.689365375454E+9	1.183E-3	108.75E+0
1.36E+3	3.689365376319E+9	1.204E-3	108.8E+0
1.361E+3	3.689365377184E+9	1.226E-3	108.5E+0
1.362E+3	3.689365378049E+9	1.2735E-3	107.75E+0
1.363E+3	3.689365378914E+9	1.307E-3	107.3E+0
1.364E+3	3.689365379782E+9	1.3115E-3	107.3E+0
