#2018-10-15
#15:25
#Balayage par: glaliber
#ScanTask Size: 101,101


#Tools.Ind Point(Point)        	Tools.ScanPar(Arb)            	Tools.Temps Abs(ms)           	Tools.Random Number(Arb)      	Tools.Crb 1 Dat(Arb)          
3E+0	7E+0	3.6224763753740096E+9	587.8978319932463E-3	0E+0
4E+0	7E+0	3.6224763754650097E+9	465.56731817581398E-3	0E+0
5E+0	7E+0	3.6224763755550098E+9	838.31810542144458E-3	0E+0
6E+0	7E+0	3.6224763756440096E+9	236.78257331326513E-3	0E+0
7E+0	7E+0	3.6224763757340097E+9	742.18812659753441E-3	0E+0
8E+0	7E+0	3.6224763758230095E+9	761.44419754002501E-3	0E+0
9E+0	7E+0	3.6224763759120097E+9	731.90120744822007E-3	0E+0
10E+0	7E+0	3.6224763760020099E+9	377.93555085301223E-3	0E+0
11E+0	7E+0	3.6224763760910096E+9	488.68584110105862E-3	0E+0
12E+0	7E+0	3.6224763761810098E+9	746.73395476724014E-3	0E+0
13E+0	7E+0	3.6224763762750096E+9	446.85282312598562E-3	0E+0
14E+0	7E+0	3.6224763763640099E+9	992.45710834529954E-3	0E+0
15E+0	7E+0	3.6224763764570098E+9	950.34071475782156E-3	0E+0
16E+0	7E+0	3.6224763765480099E+9	192.0712570105354E-3	0E+0
17E+0	7E+0	3.6224763766380095E+9	984.38569159635914E-3	0E+0
18E+0	7E+0	3.6224763767280097E+9	702.47000894210032E-3	0E+0
19E+0	7E+0	3.6224763768190098E+9	53.379329007208653E-3	0E+0
20E+0	7E+0	3.6224763769090099E+9	142.88082127518775E-3	0E+0
21E+0	7E+0	3.6224763769990096E+9	899.87300174035045E-3	0E+0
22E+0	7E+0	3.6224763770900097E+9	623.6551946260398E-3	0E+0
23E+0	7E+0	3.6224763771810098E+9	97.2649659474496E-3	0E+0
24E+0	7E+0	3.6224763772740097E+9	619.56636668611398E-3	0E+0
25E+0	7E+0	3.6224763773650098E+9	479.54125149528659E-3	0E+0
26E+0	7E+0	3.6224763774620099E+9	124.17946367302202E-3	0E+0
27E+0	7E+0	3.6224763775530095E+9	2.4864319198878437E-3	0E+0
28E+0	7E+0	3.6224763776440096E+9	443.75374141670409E-3	0E+0
29E+0	7E+0	3.6224763777360096E+9	816.43212728472414E-3	0E+0
30E+0	7E+0	3.6224763778270097E+9	123.0334572266667E-3	0E+0
31E+0	7E+0	3.6224763779180098E+9	514.32706392467575E-3	0E+0
32E+0	7E+0	3.6224763780090098E+9	402.55766752468958E-3	0E+0
33E+0	7E+0	3.6224763781000099E+9	920.85346233675214E-3	0E+0
34E+0	7E+0	3.6224763781910095E+9	126.82151277052744E-3	0E+0
35E+0	7E+0	3.6224763782850099E+9	391.94309495127788E-3	0E+0
36E+0	7E+0	3.6224763783770099E+9	175.88670770773818E-3	0E+0
37E+0	7E+0	3.6224763784730096E+9	834.41888503887651E-3	0E+0
38E+0	7E+0	3.6224763785640097E+9	75.594673727210626E-3	0E+0
39E+0	7E+0	3.6224763786560097E+9	460.64124106984083E-3	0E+0
40E+0	7E+0	3.6224763787490096E+9	794.93775418817414E-3	0E+0
41E+0	7E+0	3.6224763788410096E+9	824.5417723430315E-3	0E+0
42E+0	7E+0	3.6224763789330096E+9	91.255162475055718E-3	0E+0
43E+0	7E+0	3.6224763790250096E+9	928.99591178803353E-3	0E+0
44E+0	7E+0	3.6224763791180096E+9	332.92616081421356E-3	0E+0
45E+0	7E+0	3.6224763792100096E+9	874.32840562675484E-3	0E+0
46E+0	7E+0	3.6224763793020096E+9	300.56978127844269E-3	0E+0
47E+0	7E+0	3.6224763793940096E+9	477.01690522004281E-3	0E+0
48E+0	7E+0	3.6224763794920096E+9	128.58906874029374E-3	0E+0
49E+0	7E+0	3.6224763795850096E+9	18.416015641303574E-3	0E+0
50E+0	7E+0	3.6224763796780095E+9	963.90440979724912E-3	0E+0
51E+0	7E+0	3.6224763797720098E+9	480.50235796257246E-3	0E+0
52E+0	7E+0	3.6224763798640099E+9	689.92054419024829E-3	0E+0
53E+0	7E+0	3.6224763799580097E+9	906.55661408459132E-3	0E+0
54E+0	7E+0	3.6224763800510097E+9	863.47274914275651E-3	0E+0
55E+0	7E+0	3.6224763801440096E+9	319.99258970289762E-3	0E+0
56E+0	7E+0	3.6224763802370095E+9	932.38573609949782E-3	0E+0
57E+0	7E+0	3.6224763803310099E+9	208.55244921252392E-3	0E+0
58E+0	7E+0	3.6224763804240098E+9	994.08240209216214E-3	0E+0
59E+0	7E+0	3.6224763805220098E+9	302.24938515805899E-3	0E+0
60E+0	7E+0	3.6224763806150098E+9	745.61884478885343E-3	0E+0
61E+0	7E+0	3.6224763807090096E+9	355.65943518144638E-3	0E+0
62E+0	7E+0	3.6224763808030095E+9	292.75338068084533E-3	0E+0
63E+0	7E+0	3.6224763808960099E+9	74.209361089255355E-3	0E+0
64E+0	7E+0	3.6224763809900098E+9	559.62679281765904E-3	0E+0
65E+0	7E+0	3.6224763810830097E+9	908.5106971125515E-3	0E+0
66E+0	7E+0	3.6224763811760097E+9	258.28878794715426E-3	0E+0
67E+0	7E+0	3.6224763812710099E+9	475.93611750123266E-3	0E+0
68E+0	7E+0	3.6224763813650098E+9	372.16261955035268E-3	0E+0
69E+0	7E+0	3.6224763814590096E+9	122.61167550676544E-3	0E+0
70E+0	7E+0	3.6224763815570097E+9	675.42820122139102E-3	0E+0
71E+0	7E+0	3.6224763816510096E+9	737.52496791645261E-3	0E+0
72E+0	7E+0	3.6224763817460098E+9	719.64184538899101E-3	0E+0
73E+0	7E+0	3.6224763818390098E+9	34.266121314348474E-3	0E+0
74E+0	7E+0	3.6224763819330096E+9	497.14000043835593E-3	0E+0
75E+0	7E+0	3.6224763820270095E+9	152.74505752073009E-3	0E+0
76E+0	7E+0	3.6224763821210098E+9	220.31264960484259E-3	0E+0
77E+0	7E+0	3.6224763822160096E+9	806.24521018020923E-3	0E+0
78E+0	7E+0	3.6224763823140097E+9	734.95013714777468E-3	0E+0
79E+0	7E+0	3.6224763824080095E+9	647.62312560413715E-3	0E+0
80E+0	7E+0	3.6224763825070095E+9	235.44201116231833E-3	0E+0
81E+0	7E+0	3.6224763826020098E+9	69.671838924847407E-3	0E+0
82E+0	7E+0	3.6224763826960096E+9	830.49589688557113E-3	0E+0
83E+0	7E+0	3.6224763827920098E+9	764.83297491800672E-3	0E+0
84E+0	7E+0	3.6224763828860097E+9	579.7473307679577E-3	0E+0
85E+0	7E+0	3.6224763829810095E+9	436.41865749644615E-3	0E+0
86E+0	7E+0	3.6224763830750098E+9	755.33069867583169E-3	0E+0
87E+0	7E+0	3.6224763831700096E+9	810.90853647497663E-3	0E+0
88E+0	7E+0	3.6224763832660098E+9	620.75850063728777E-3	0E+0
89E+0	7E+0	3.6224763833630099E+9	637.08127373122236E-3	0E+0
90E+0	7E+0	3.6224763834580097E+9	764.21686218993301E-3	0E+0
91E+0	7E+0	3.6224763835600095E+9	333.2825173893541E-3	0E+0
92E+0	7E+0	3.6224763836560097E+9	194.2534564621794E-3	0E+0
93E+0	7E+0	3.6224763837520099E+9	322.65688893906908E-3	0E+0
94E+0	7E+0	3.6224763838470097E+9	139.52371565284438E-3	0E+0
95E+0	7E+0	3.6224763839430099E+9	520.50377203864784E-3	0E+0
96E+0	7E+0	3.6224763840380096E+9	70.021459949682452E-3	0E+0
97E+0	7E+0	3.6224763841340098E+9	448.33102706584182E-3	0E+0
98E+0	7E+0	3.6224763842310095E+9	251.65129804273345E-3	0E+0
99E+0	7E+0	3.6224763843280096E+9	703.36643534481769E-3	0E+0
100E+0	7E+0	3.6224763844240098E+9	540.38471828772949E-3	0E+0
0E+0	8E+0	3.6224763845200095E+9	63.184752726053617E-3	0E+0
1E+0	8E+0	3.6224763846200099E+9	96.902014574632211E-3	0E+0
2E+0	8E+0	3.6224763847170095E+9	224.6822203069978E-3	0E+0
3E+0	8E+0	3.6224763848140097E+9	114.47687827749631E-3	0E+0
4E+0	8E+0	3.6224763849100099E+9	101.86252993433964E-3	0E+0
5E+0	8E+0	3.6224763850070095E+9	203.58539863366865E-3	0E+0
6E+0	8E+0	3.6224763851030097E+9	824.92121087894732E-3	0E+0
7E+0	8E+0	3.6224763852000098E+9	990.41513248397428E-3	0E+0
8E+0	8E+0	3.6224763852990098E+9	481.08653045378535E-3	0E+0
9E+0	8E+0	3.6224763853960099E+9	652.38153495819118E-3	0E+0
10E+0	8E+0	3.6224763854910097E+9	78.128137288171473E-3	0E+0
11E+0	8E+0	3.6224763855940099E+9	762.45497109123739E-3	0E+0
12E+0	8E+0	3.6224763856920099E+9	352.9933302785655E-3	0E+0
13E+0	8E+0	3.6224763857890096E+9	822.17071615603232E-3	0E+0
14E+0	8E+0	3.6224763858850098E+9	846.31372170951158E-3	0E+0
15E+0	8E+0	3.6224763859820099E+9	470.50263536062409E-3	0E+0
16E+0	8E+0	3.6224763860790095E+9	503.16494548369639E-3	0E+0
17E+0	8E+0	3.6224763861750097E+9	152.53435497513923E-3	0E+0
18E+0	8E+0	3.6224763862720098E+9	611.68491647488055E-3	0E+0
19E+0	8E+0	3.6224763863700099E+9	29.691323393624014E-3	0E+0
20E+0	8E+0	3.6224763864670095E+9	883.65578627567298E-3	0E+0
21E+0	8E+0	3.6224763865660095E+9	782.91868562840539E-3	0E+0
22E+0	8E+0	3.6224763866640096E+9	389.02310843062793E-3	0E+0
23E+0	8E+0	3.6224763867640095E+9	653.52374571796967E-3	0E+0
24E+0	8E+0	3.6224763868610096E+9	117.45325351274549E-3	0E+0
25E+0	8E+0	3.6224763869580097E+9	946.57465674619545E-3	0E+0
26E+0	8E+0	3.6224763870550098E+9	228.033942555943E-3	0E+0
27E+0	8E+0	3.6224763871530099E+9	525.06730952517655E-3	0E+0
28E+0	8E+0	3.6224763872520099E+9	912.73814088949434E-3	0E+0
29E+0	8E+0	3.6224763873500099E+9	114.27752545554348E-3	0E+0
30E+0	8E+0	3.6224763874490099E+9	959.49371441363729E-3	0E+0
31E+0	8E+0	3.6224763875470095E+9	781.16058996593751E-3	0E+0
32E+0	8E+0	3.6224763876520095E+9	226.14559517363753E-3	0E+0
33E+0	8E+0	3.6224763877500095E+9	995.23409473446289E-3	0E+0
34E+0	8E+0	3.6224763878480096E+9	807.44406271092095E-3	0E+0
35E+0	8E+0	3.6224763879460096E+9	315.23786860808944E-3	0E+0
36E+0	8E+0	3.6224763880450096E+9	391.99357226713483E-3	0E+0
37E+0	8E+0	3.6224763881430097E+9	407.70964673615939E-3	0E+0
38E+0	8E+0	3.6224763882430096E+9	647.4575500133668E-3	0E+0
39E+0	8E+0	3.6224763883440099E+9	581.17073184501944E-3	0E+0
40E+0	8E+0	3.6224763884440098E+9	411.44983018023451E-3	0E+0
41E+0	8E+0	3.6224763885430098E+9	263.19280796163325E-3	0E+0
42E+0	8E+0	3.6224763886510096E+9	721.96178463507343E-3	0E+0
43E+0	8E+0	3.6224763887500095E+9	175.78988680042906E-3	0E+0
44E+0	8E+0	3.6224763888500099E+9	816.06065405465011E-3	0E+0
45E+0	8E+0	3.6224763889490099E+9	800.31237550632928E-3	0E+0
46E+0	8E+0	3.6224763890490098E+9	553.15126933824232E-3	0E+0
47E+0	8E+0	3.6224763891470098E+9	677.09641704009749E-3	0E+0
48E+0	8E+0	3.6224763892480097E+9	704.83971866042583E-3	0E+0
49E+0	8E+0	3.6224763893520098E+9	803.62206567634198E-3	0E+0
50E+0	8E+0	3.6224763894510097E+9	477.37653061613061E-3	0E+0
51E+0	8E+0	3.6224763895500097E+9	346.20582103101749E-3	0E+0
52E+0	8E+0	3.6224763896570096E+9	652.83181733007334E-3	0E+0
53E+0	8E+0	3.6224763897580099E+9	783.83168455983099E-3	0E+0
54E+0	8E+0	3.6224763898570099E+9	346.36227958961907E-3	0E+0
55E+0	8E+0	3.6224763899560099E+9	600.73953209969644E-3	0E+0
56E+0	8E+0	3.6224763900560098E+9	363.55634326336883E-3	0E+0
57E+0	8E+0	3.6224763901550097E+9	683.60852337068678E-3	0E+0
58E+0	8E+0	3.6224763902560096E+9	491.70850608514582E-3	0E+0
59E+0	8E+0	3.6224763903560095E+9	998.14707213525533E-3	0E+0
60E+0	8E+0	3.6224763904560099E+9	357.07157280085799E-3	0E+0
61E+0	8E+0	3.6224763905570097E+9	919.02097000995453E-3	0E+0
62E+0	8E+0	3.6224763906640096E+9	711.80754002320157E-3	0E+0
63E+0	8E+0	3.6224763907660098E+9	946.60402066473193E-3	0E+0
64E+0	8E+0	3.6224763908670096E+9	37.725258717310473E-3	0E+0
65E+0	8E+0	3.6224763909680095E+9	527.574578233453E-3	0E+0
66E+0	8E+0	3.6224763910680099E+9	278.0979200608158E-3	0E+0
67E+0	8E+0	3.6224763911680098E+9	569.67809702564809E-3	0E+0
68E+0	8E+0	3.6224763912720098E+9	933.27059341749297E-3	0E+0
69E+0	8E+0	3.6224763913760095E+9	190.00802065674316E-3	0E+0
70E+0	8E+0	3.6224763914760098E+9	383.37094839393293E-3	0E+0
71E+0	8E+0	3.6224763915770097E+9	83.619676244266916E-3	0E+0
72E+0	8E+0	3.6224763916860099E+9	534.16344226560764E-3	0E+0
73E+0	8E+0	3.6224763917890096E+9	817.41398314841618E-3	0E+0
74E+0	8E+0	3.6224763918900099E+9	173.89931569664863E-3	0E+0
75E+0	8E+0	3.6224763919910097E+9	598.7849353996415E-3	0E+0
76E+0	8E+0	3.6224763920920095E+9	993.20172506920668E-3	0E+0
77E+0	8E+0	3.6224763921930099E+9	434.83770410369216E-3	0E+0
78E+0	8E+0	3.6224763922960095E+9	58.411307364117704E-3	0E+0
79E+0	8E+0	3.6224763923980098E+9	485.33632965074958E-3	0E+0
80E+0	8E+0	3.6224763924990096E+9	934.85914027703409E-3	0E+0
81E+0	8E+0	3.6224763926000099E+9	782.50222155494398E-3	0E+0
82E+0	8E+0	3.6224763927090096E+9	771.84320990546684E-3	0E+0
83E+0	8E+0	3.6224763928130097E+9	391.43822010596541E-3	0E+0
84E+0	8E+0	3.6224763929140096E+9	585.61116921668743E-3	0E+0
85E+0	8E+0	3.6224763930160098E+9	598.24140273005111E-3	0E+0
86E+0	8E+0	3.6224763931180096E+9	672.91220576967436E-3	0E+0
87E+0	8E+0	3.6224763932200098E+9	542.16148022935962E-3	0E+0
88E+0	8E+0	3.6224763933230095E+9	867.6311949301363E-3	0E+0
89E+0	8E+0	3.6224763934260097E+9	550.77092164621166E-3	0E+0
90E+0	8E+0	3.6224763935280099E+9	289.40715020648766E-3	0E+0
91E+0	8E+0	3.6224763936310096E+9	418.97788505694944E-3	0E+0
92E+0	8E+0	3.6224763937410097E+9	200.69254500258338E-3	0E+0
93E+0	8E+0	3.6224763938440099E+9	704.56106700650722E-3	0E+0
94E+0	8E+0	3.6224763939470096E+9	472.79480632069149E-3	0E+0
95E+0	8E+0	3.6224763940490098E+9	790.53041495896714E-3	0E+0
96E+0	8E+0	3.6224763941510096E+9	553.57802636624864E-3	0E+0
97E+0	8E+0	3.6224763942550096E+9	19.862205449548309E-3	0E+0
98E+0	8E+0	3.6224763943620095E+9	913.69392945539019E-3	0E+0
99E+0	8E+0	3.6224763944650097E+9	647.55166324981128E-3	0E+0
100E+0	8E+0	3.6224763945680099E+9	956.85952041366451E-3	0E+0
0E+0	9E+0	3.6224763946710095E+9	536.96450089405234E-3	0E+0
1E+0	9E+0	3.6224763947840099E+9	50.254817631387283E-3	0E+0
2E+0	9E+0	3.6224763948880095E+9	57.223155556773042E-3	0E+0
3E+0	9E+0	3.6224763949910097E+9	885.41683754857425E-3	0E+0
4E+0	9E+0	3.6224763950950098E+9	587.53555276926761E-3	0E+0
5E+0	9E+0	3.6224763951970096E+9	936.62522179321717E-3	0E+0
6E+0	9E+0	3.6224763953020096E+9	299.39512741112484E-3	0E+0
7E+0	9E+0	3.6224763954080095E+9	217.2626658266541E-3	0E+0
8E+0	9E+0	3.6224763955130095E+9	490.35576707720785E-3	0E+0
9E+0	9E+0	3.6224763956160097E+9	449.79758535880876E-3	0E+0
10E+0	9E+0	3.6224763957220097E+9	777.20164593452035E-3	0E+0
11E+0	9E+0	3.6224763958290095E+9	10.278240744768574E-3	0E+0
12E+0	9E+0	3.6224763959330096E+9	508.65029156509012E-3	0E+0
13E+0	9E+0	3.6224763960370097E+9	627.50339944397848E-3	0E+0
14E+0	9E+0	3.6224763961410098E+9	703.22071484085802E-3	0E+0
15E+0	9E+0	3.6224763962450099E+9	702.85780179646884E-3	0E+0
16E+0	9E+0	3.6224763963500099E+9	735.86092230100286E-3	0E+0
17E+0	9E+0	3.6224763964540095E+9	107.59683430182676E-3	0E+0
18E+0	9E+0	3.6224763965590095E+9	128.64432406981785E-3	0E+0
19E+0	9E+0	3.6224763966640096E+9	430.98152923698008E-3	0E+0
20E+0	9E+0	3.6224763967780099E+9	631.51095256893353E-3	0E+0
21E+0	9E+0	3.6224763968840098E+9	169.53299374173514E-3	0E+0
22E+0	9E+0	3.6224763969890099E+9	452.09060728494199E-3	0E+0
23E+0	9E+0	3.6224763970930095E+9	172.48729483225489E-3	0E+0
24E+0	9E+0	3.6224763971980095E+9	943.75842418674971E-3	0E+0
25E+0	9E+0	3.6224763973060098E+9	337.64333376379008E-3	0E+0
26E+0	9E+0	3.6224763974110098E+9	208.19677798856429E-3	0E+0
27E+0	9E+0	3.6224763975160098E+9	927.69339681835294E-3	0E+0
28E+0	9E+0	3.6224763976220098E+9	643.50615589231763E-3	0E+0
29E+0	9E+0	3.6224763977280097E+9	216.31621286881342E-3	0E+0
30E+0	9E+0	3.6224763978400097E+9	415.0376525212387E-3	0E+0
31E+0	9E+0	3.6224763979460096E+9	743.19828897336615E-3	0E+0
32E+0	9E+0	3.6224763980510097E+9	44.760357469129985E-3	0E+0
33E+0	9E+0	3.6224763981570096E+9	985.87035401280443E-3	0E+0
34E+0	9E+0	3.6224763982630095E+9	456.21209106237481E-3	0E+0
35E+0	9E+0	3.6224763983710098E+9	95.367951123353833E-3	0E+0
36E+0	9E+0	3.6224763984760098E+9	291.5849351241544E-3	0E+0
37E+0	9E+0	3.6224763985820098E+9	419.45879254907625E-3	0E+0
38E+0	9E+0	3.6224763986880097E+9	339.01643024599082E-3	0E+0
39E+0	9E+0	3.6224763988040099E+9	490.24690282494032E-3	0E+0
40E+0	9E+0	3.6224763989110098E+9	38.464193770496369E-3	0E+0
41E+0	9E+0	3.6224763990180097E+9	5.2089584228665053E-3	0E+0
42E+0	9E+0	3.6224763991230097E+9	640.19054950035703E-3	0E+0
43E+0	9E+0	3.6224763992300096E+9	984.92135504099942E-3	0E+0
44E+0	9E+0	3.6224763993380098E+9	469.74453402805327E-3	0E+0
45E+0	9E+0	3.6224763994450097E+9	62.962815040019438E-3	0E+0
46E+0	9E+0	3.6224763995520096E+9	541.96930492291262E-3	0E+0
47E+0	9E+0	3.6224763996600099E+9	266.11411186760447E-3	0E+0
48E+0	9E+0	3.6224763997680097E+9	478.88563932720363E-3	0E+0
49E+0	9E+0	3.6224763998820095E+9	809.59848491845421E-3	0E+0
50E+0	9E+0	3.6224763999890099E+9	721.87219892915599E-3	0E+0
51E+0	9E+0	3.6224764000960097E+9	74.20562512942519E-3	0E+0
52E+0	9E+0	3.6224764002030096E+9	802.98289549496893E-3	0E+0
53E+0	9E+0	3.6224764003110099E+9	333.91152245654121E-3	0E+0
54E+0	9E+0	3.6224764004220095E+9	124.92454230954619E-3	0E+0
55E+0	9E+0	3.6224764005300097E+9	296.50793511847406E-3	0E+0
56E+0	9E+0	3.6224764006370096E+9	446.61384216009781E-3	0E+0
57E+0	9E+0	3.6224764007450099E+9	552.34598889461128E-3	0E+0
58E+0	9E+0	3.6224764008620095E+9	29.940109240849555E-3	0E+0
59E+0	9E+0	3.6224764009700098E+9	539.79240206590262E-3	0E+0
60E+0	9E+0	3.6224764010770097E+9	545.55204624216969E-3	0E+0
61E+0	9E+0	3.6224764011840095E+9	942.91431470000986E-3	0E+0
62E+0	9E+0	3.6224764012940097E+9	400.46858086090431E-3	0E+0
63E+0	9E+0	3.6224764014040098E+9	164.16056541254243E-3	0E+0
64E+0	9E+0	3.6224764015110097E+9	599.59241362513538E-3	0E+0
65E+0	9E+0	3.6224764016190095E+9	20.836826261684038E-3	0E+0
66E+0	9E+0	3.6224764017290096E+9	637.06917656122886E-3	0E+0
67E+0	9E+0	3.6224764018410096E+9	20.236469772837218E-3	0E+0
68E+0	9E+0	3.6224764019500098E+9	363.78415912993933E-3	0E+0
69E+0	9E+0	3.6224764020580096E+9	803.24542685985523E-3	0E+0
70E+0	9E+0	3.6224764021680098E+9	349.21975927813542E-3	0E+0
71E+0	9E+0	3.6224764022790098E+9	201.41757081543488E-3	0E+0
72E+0	9E+0	3.6224764023890095E+9	335.60678179692882E-3	0E+0
73E+0	9E+0	3.6224764024970098E+9	179.31303795411058E-3	0E+0
74E+0	9E+0	3.6224764026060095E+9	800.25568661894741E-3	0E+0
75E+0	9E+0	3.6224764027150097E+9	166.10774098179215E-3	0E+0
76E+0	9E+0	3.6224764028260097E+9	546.22160774332018E-3	0E+0
77E+0	9E+0	3.6224764029430099E+9	351.75256964914881E-3	0E+0
78E+0	9E+0	3.6224764030520096E+9	146.41237110407435E-3	0E+0
79E+0	9E+0	3.6224764031610098E+9	558.21252376278019E-3	0E+0
80E+0	9E+0	3.6224764032740097E+9	695.3552285175002E-3	0E+0
81E+0	9E+0	3.6224764033850098E+9	910.23792607940135E-3	0E+0
82E+0	9E+0	3.6224764035030098E+9	948.01491720492415E-3	0E+0
83E+0	9E+0	3.6224764036180096E+9	397.09763030397704E-3	0E+0
84E+0	9E+0	3.6224764037440095E+9	986.4313450006772E-3	0E+0
85E+0	9E+0	3.6224764038870096E+9	347.57576801832535E-3	0E+0
86E+0	9E+0	3.6224764040070095E+9	611.34794002703519E-3	0E+0
87E+0	9E+0	3.6224764041160097E+9	762.22831593087403E-3	0E+0
88E+0	9E+0	3.6224764042260098E+9	102.25336765748838E-3	0E+0
89E+0	9E+0	3.6224764043390098E+9	417.70029626635308E-3	0E+0
90E+0	9E+0	3.6224764044500098E+9	479.12134156704433E-3	0E+0
91E+0	9E+0	3.6224764045610099E+9	212.28129484624381E-3	0E+0
92E+0	9E+0	3.6224764046710095E+9	607.32292769441942E-3	0E+0
93E+0	9E+0	3.6224764047840099E+9	689.60428924396644E-3	0E+0
94E+0	9E+0	3.6224764049010096E+9	150.62018382222608E-3	0E+0
95E+0	9E+0	3.6224764050120096E+9	732.08244653864107E-3	0E+0
96E+0	9E+0	3.6224764051220098E+9	884.92122243013238E-3	0E+0
97E+0	9E+0	3.6224764052320099E+9	172.13032679798812E-3	0E+0
98E+0	9E+0	3.6224764053440099E+9	759.3746982878764E-3	0E+0
99E+0	9E+0	3.6224764054570098E+9	451.69240748944284E-3	0E+0
100E+0	9E+0	3.6224764055680099E+9	370.12484574011451E-3	0E+0
0E+0	10E+0	3.6224764056800098E+9	379.10338829106571E-3	0E+0
1E+0	10E+0	3.6224764057940097E+9	493.46369203995488E-3	0E+0
2E+0	10E+0	3.6224764059100099E+9	473.14074930305816E-3	0E+0
3E+0	10E+0	3.6224764060220098E+9	204.80212407518006E-3	0E+0
4E+0	10E+0	3.6224764061330099E+9	409.4267432465124E-3	0E+0
5E+0	10E+0	3.6224764062440095E+9	56.1364249175198E-3	0E+0
6E+0	10E+0	3.6224764063560095E+9	877.6757746425683E-3	0E+0
7E+0	10E+0	3.6224764064710097E+9	941.50806851416502E-3	0E+0
8E+0	10E+0	3.6224764065830097E+9	889.38054722709481E-3	0E+0
9E+0	10E+0	3.6224764067420096E+9	261.67835495225034E-3	0E+0
10E+0	10E+0	3.6224764068540096E+9	3.5258004542275678E-3	0E+0
11E+0	10E+0	3.6224764069860096E+9	171.43987440301167E-3	0E+0
12E+0	10E+0	3.6224764070960097E+9	900.28357300267925E-3	0E+0
13E+0	10E+0	3.6224764072080097E+9	940.11372444996932E-3	0E+0
14E+0	10E+0	3.6224764073220096E+9	832.35973641141336E-3	0E+0
15E+0	10E+0	3.6224764074370098E+9	220.7648952338559E-3	0E+0
16E+0	10E+0	3.6224764075490098E+9	218.39259675500555E-3	0E+0
17E+0	10E+0	3.6224764076610098E+9	73.708954000773819E-3	0E+0
18E+0	10E+0	3.6224764077760096E+9	284.08594849379298E-3	0E+0
19E+0	10E+0	3.6224764078890095E+9	558.70761923807022E-3	0E+0
20E+0	10E+0	3.6224764080120096E+9	747.79692581250001E-3	0E+0
21E+0	10E+0	3.6224764081250095E+9	775.95504337072152E-3	0E+0
22E+0	10E+0	3.6224764082360096E+9	267.50624549416369E-3	0E+0
23E+0	10E+0	3.6224764083510098E+9	443.32890452856222E-3	0E+0
24E+0	10E+0	3.6224764084650097E+9	499.91612647883632E-3	0E+0
25E+0	10E+0	3.6224764085780096E+9	686.53046741560875E-3	0E+0
26E+0	10E+0	3.6224764086910095E+9	803.48179997507718E-3	0E+0
27E+0	10E+0	3.6224764088060098E+9	989.53999540489357E-3	0E+0
28E+0	10E+0	3.6224764089190097E+9	401.85696923614728E-3	0E+0
29E+0	10E+0	3.6224764090410099E+9	864.29569490519387E-3	0E+0
30E+0	10E+0	3.6224764091540098E+9	245.26043720430057E-3	0E+0
31E+0	10E+0	3.6224764092690096E+9	992.11531809979281E-3	0E+0
32E+0	10E+0	3.6224764093840098E+9	265.43951466323845E-3	0E+0
33E+0	10E+0	3.6224764094980097E+9	826.97566300771141E-3	0E+0
34E+0	10E+0	3.6224764096110096E+9	628.52152226006286E-3	0E+0
35E+0	10E+0	3.6224764097250099E+9	663.32733495536389E-3	0E+0
36E+0	10E+0	3.6224764098390098E+9	516.01221210586834E-3	0E+0
37E+0	10E+0	3.6224764099530096E+9	65.949060718487384E-3	0E+0
38E+0	10E+0	3.6224764100810099E+9	416.46801482089701E-3	0E+0
39E+0	10E+0	3.6224764101950097E+9	165.60508137341579E-3	0E+0
40E+0	10E+0	3.6224764103110099E+9	489.76549017272264E-3	0E+0
41E+0	10E+0	3.6224764104270096E+9	773.57329707951017E-3	0E+0
42E+0	10E+0	3.6224764105400095E+9	665.84280370261051E-3	0E+0
43E+0	10E+0	3.6224764106550097E+9	222.07511053465745E-3	0E+0
44E+0	10E+0	3.6224764107720098E+9	290.43473796689612E-3	0E+0
45E+0	10E+0	3.6224764108860097E+9	772.39945638899332E-3	0E+0
46E+0	10E+0	3.6224764110040097E+9	160.51490355635911E-3	0E+0
47E+0	10E+0	3.6224764111200099E+9	226.25616854679453E-3	0E+0
48E+0	10E+0	3.6224764112350097E+9	558.967915329738E-3	0E+0
49E+0	10E+0	3.6224764113560095E+9	45.301240035792834E-3	0E+0
50E+0	10E+0	3.6224764114740095E+9	349.04829696703588E-3	0E+0
51E+0	10E+0	3.6224764115890098E+9	81.763227488502288E-3	0E+0
52E+0	10E+0	3.6224764117050099E+9	742.05772436185913E-3	0E+0
53E+0	10E+0	3.6224764118230095E+9	688.53790875454668E-3	0E+0
54E+0	10E+0	3.6224764119380097E+9	840.22232967308108E-3	0E+0
55E+0	10E+0	3.6224764120630097E+9	415.741625402412E-3	0E+0
56E+0	10E+0	3.6224764121800098E+9	377.53933306190346E-3	0E+0
57E+0	10E+0	3.6224764122970095E+9	248.0729023804642E-3	0E+0
58E+0	10E+0	3.6224764124170098E+9	512.70114099302599E-3	0E+0
59E+0	10E+0	3.6224764125330095E+9	331.42554979224381E-3	0E+0
60E+0	10E+0	3.6224764126490097E+9	286.63526931023853E-3	0E+0
61E+0	10E+0	3.6224764127700095E+9	944.82505034541486E-3	0E+0
62E+0	10E+0	3.6224764128940096E+9	482.13960515949755E-3	0E+0
63E+0	10E+0	3.6224764131320095E+9	206.51301130280908E-3	0E+0
64E+0	10E+0	3.6224764132560096E+9	735.46008494115611E-3	0E+0
